# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1097,0.0387,401.187,0.319,22.392
1.0,0.02,0.0564,0.1076,0.0388,401.932,0.320,21.970
2.1,0.04,0.1102,0.1054,0.0389,402.678,0.321,21.525
3.1,0.06,0.1616,0.1031,0.0389,403.424,0.321,21.058
4.1,0.08,0.2106,0.1007,0.0388,402.678,0.321,20.555
5.2,0.10,0.2572,0.0981,0.0387,401.932,0.320,20.026
6.2,0.12,0.3014,0.0954,0.0386,399.695,0.318,19.479
7.2,0.14,0.3434,0.0925,0.0383,397.458,0.316,18.892
8.3,0.16,0.3830,0.0895,0.0380,393.730,0.313,18.278
9.3,0.18,0.4203,0.0864,0.0376,390.001,0.310,17.642
10.3,0.20,0.4553,0.0831,0.0371,384.781,0.306,16.974
11.4,0.22,0.4879,0.0797,0.0365,378.816,0.301,16.276
12.4,0.24,0.5182,0.0762,0.0358,371.359,0.296,15.551
13.4,0.26,0.5459,0.0725,0.0351,363.156,0.289,14.795
14.4,0.28,0.5710,0.0686,0.0342,354.207,0.282,14.007
15.5,0.30,0.5932,0.0646,0.0332,343.768,0.274,13.189
16.5,0.32,0.6123,0.0605,0.0321,332.582,0.265,12.348
17.5,0.35,0.6282,0.0562,0.0309,320.651,0.255,11.481
18.6,0.37,0.6403,0.0519,0.0296,307.228,0.244,10.596
19.6,0.39,0.6482,0.0475,0.0282,293.060,0.233,9.688
20.6,0.41,0.6512,0.0429,0.0268,277.400,0.221,8.763
21.7,0.43,0.6483,0.0383,0.0252,260.995,0.208,7.820
22.7,0.45,0.6383,0.0336,0.0235,243.844,0.194,6.864
23.7,0.47,0.6194,0.0289,0.0218,225.947,0.180,5.889
24.8,0.49,0.5890,0.0241,0.0199,206.559,0.164,4.911
25.8,0.51,0.5432,0.0192,0.0180,186.425,0.148,3.923
26.8,0.53,0.4759,0.0144,0.0159,165.545,0.132,2.931
27.9,0.55,0.3768,0.0095,0.0138,143.174,0.114,1.939
28.9,0.57,0.2280,0.0047,0.0117,120.803,0.096,0.952
29.9,0.59,-0.0102,-0.0002,0.0094,97.687,0.078,-0.031
