# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1154,0.0407,1677.079,0.843,59.068
1.6,0.02,0.0563,0.1133,0.0409,1681.553,0.845,57.996
3.3,0.04,0.1102,0.1111,0.0409,1683.790,0.846,56.839
4.9,0.06,0.1617,0.1087,0.0409,1684.536,0.846,55.629
6.5,0.08,0.2110,0.1062,0.0409,1681.553,0.845,54.339
8.2,0.10,0.2580,0.1035,0.0407,1675.588,0.842,52.961
9.8,0.12,0.3028,0.1007,0.0405,1666.639,0.838,51.524
11.4,0.14,0.3453,0.0977,0.0402,1654.708,0.832,50.002
13.1,0.16,0.3858,0.0946,0.0398,1638.303,0.823,48.397
14.7,0.18,0.4241,0.0913,0.0393,1618.914,0.814,46.729
16.3,0.20,0.4602,0.0879,0.0387,1595.052,0.802,44.963
18.0,0.22,0.4942,0.0843,0.0381,1567.461,0.788,43.134
19.6,0.24,0.5260,0.0805,0.0373,1534.650,0.771,41.217
21.2,0.26,0.5555,0.0766,0.0364,1498.111,0.753,39.224
22.9,0.28,0.5826,0.0726,0.0354,1457.098,0.732,37.152
24.5,0.30,0.6071,0.0684,0.0343,1410.864,0.709,34.990
26.1,0.32,0.6289,0.0640,0.0331,1360.157,0.684,32.757
27.8,0.34,0.6476,0.0595,0.0317,1304.975,0.656,30.466
29.4,0.37,0.6630,0.0549,0.0303,1246.064,0.626,28.113
31.0,0.39,0.6746,0.0502,0.0287,1181.934,0.594,25.711
32.6,0.41,0.6815,0.0454,0.0271,1114.076,0.560,23.260
34.3,0.43,0.6830,0.0406,0.0253,1041.743,0.524,20.760
35.9,0.45,0.6776,0.0356,0.0235,965.681,0.485,18.220
37.5,0.47,0.6634,0.0306,0.0215,885.146,0.445,15.644
39.2,0.49,0.6375,0.0255,0.0195,801.627,0.403,13.042
40.8,0.51,0.5953,0.0204,0.0173,714.380,0.359,10.418
42.4,0.53,0.5294,0.0152,0.0151,623.405,0.313,7.780
44.1,0.55,0.4270,0.0100,0.0129,530.193,0.267,5.142
45.7,0.57,0.2638,0.0049,0.0106,435.489,0.219,2.513
47.3,0.59,-0.0173,-0.0002,0.0082,337.802,0.170,-0.125
