# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1060,0.0475,0.000,0.003,0.151
0.1,0.02,0.0436,0.1040,0.0475,0.000,0.003,0.147
0.2,0.04,0.0855,0.1019,0.0475,0.000,0.003,0.142
0.3,0.06,0.1256,0.0997,0.0474,0.000,0.003,0.142
0.3,0.08,0.1639,0.0974,0.0473,0.000,0.003,0.138
0.4,0.10,0.2004,0.0949,0.0471,0.000,0.003,0.133
0.5,0.12,0.2350,0.0923,0.0469,0.000,0.003,0.129
0.6,0.14,0.2676,0.0896,0.0466,0.000,0.003,0.129
0.7,0.16,0.2982,0.0867,0.0463,0.000,0.003,0.125
0.8,0.18,0.3267,0.0838,0.0459,0.000,0.003,0.120
0.8,0.20,0.3529,0.0806,0.0455,0.000,0.003,0.116
0.9,0.22,0.3767,0.0774,0.0450,0.000,0.003,0.111
1.0,0.24,0.3980,0.0740,0.0444,0.000,0.003,0.107
1.1,0.26,0.4166,0.0705,0.0438,0.000,0.002,0.098
1.2,0.28,0.4322,0.0669,0.0431,0.000,0.002,0.093
1.3,0.30,0.4445,0.0631,0.0423,0.000,0.002,0.089
1.4,0.32,0.4533,0.0591,0.0415,0.000,0.002,0.085
1.4,0.34,0.4583,0.0551,0.0407,0.000,0.002,0.080
1.5,0.36,0.4590,0.0509,0.0397,0.000,0.002,0.071
1.6,0.38,0.4551,0.0467,0.0388,0.000,0.002,0.067
1.7,0.40,0.4460,0.0423,0.0377,0.000,0.002,0.058
1.8,0.42,0.4313,0.0379,0.0367,0.000,0.002,0.053
1.9,0.44,0.4102,0.0333,0.0356,0.000,0.002,0.049
1.9,0.46,0.3820,0.0287,0.0344,0.000,0.002,0.040
2.0,0.48,0.3459,0.0240,0.0332,0.000,0.002,0.036
2.1,0.50,0.3007,0.0193,0.0319,0.000,0.002,0.027
2.2,0.52,0.2454,0.0145,0.0306,0.000,0.002,0.022
2.3,0.54,0.1786,0.0097,0.0293,0.000,0.002,0.013
2.4,0.56,0.0986,0.0049,0.0279,0.000,0.002,0.009
2.4,0.58,0.0037,0.0002,0.0265,0.000,0.001,0.000
