# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1143,0.0402,1407.136,0.746,52.511
1.5,0.02,0.0565,0.1122,0.0403,1411.610,0.749,51.546
3.1,0.04,0.1105,0.1100,0.0404,1413.847,0.750,50.518
4.6,0.06,0.1622,0.1076,0.0404,1414.593,0.750,49.438
6.2,0.08,0.2115,0.1051,0.0404,1412.356,0.749,48.285
7.7,0.10,0.2585,0.1025,0.0402,1407.881,0.747,47.058
9.3,0.12,0.3033,0.0997,0.0400,1400.424,0.743,45.777
10.8,0.14,0.3458,0.0967,0.0397,1390.730,0.738,44.420
12.4,0.16,0.3862,0.0936,0.0394,1377.308,0.731,42.988
13.9,0.18,0.4244,0.0904,0.0389,1361.648,0.722,41.506
15.5,0.20,0.4604,0.0869,0.0383,1341.514,0.712,39.936
17.0,0.22,0.4942,0.0834,0.0377,1318.397,0.700,38.308
18.6,0.24,0.5258,0.0797,0.0369,1292.298,0.685,36.604
20.1,0.26,0.5551,0.0758,0.0361,1261.724,0.669,34.830
21.7,0.28,0.5819,0.0718,0.0351,1227.422,0.651,32.988
23.2,0.30,0.6061,0.0676,0.0340,1189.391,0.631,31.066
24.7,0.32,0.6275,0.0633,0.0328,1146.886,0.609,29.087
26.3,0.35,0.6458,0.0589,0.0315,1101.399,0.584,27.050
27.8,0.37,0.6608,0.0543,0.0301,1051.437,0.558,24.963
29.4,0.39,0.6719,0.0497,0.0285,998.492,0.530,22.828
30.9,0.41,0.6784,0.0450,0.0269,941.819,0.500,20.649
32.5,0.43,0.6794,0.0401,0.0252,881.417,0.468,18.433
34.0,0.45,0.6737,0.0352,0.0233,817.287,0.434,16.178
35.6,0.47,0.6594,0.0302,0.0214,749.428,0.398,13.892
37.1,0.49,0.6337,0.0252,0.0194,678.587,0.360,11.583
38.7,0.51,0.5921,0.0201,0.0173,604.017,0.321,9.252
40.2,0.53,0.5276,0.0151,0.0151,527.210,0.280,6.917
41.8,0.55,0.4273,0.0100,0.0128,447.420,0.237,4.577
43.3,0.57,0.2667,0.0049,0.0104,365.393,0.194,2.251
44.9,0.59,-0.0137,-0.0002,0.0080,280.383,0.149,-0.085
