# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1063,0.0434,2.237,0.010,0.605
0.2,0.02,0.0482,0.1043,0.0434,2.237,0.010,0.592
0.3,0.04,0.0943,0.1022,0.0435,2.237,0.010,0.578
0.5,0.06,0.1385,0.1000,0.0434,2.237,0.010,0.565
0.7,0.08,0.1806,0.0976,0.0434,2.237,0.010,0.552
0.8,0.10,0.2207,0.0951,0.0432,2.237,0.010,0.538
1.0,0.12,0.2587,0.0925,0.0430,2.237,0.010,0.525
1.2,0.14,0.2946,0.0898,0.0428,2.237,0.010,0.507
1.4,0.16,0.3283,0.0869,0.0425,2.237,0.010,0.494
1.5,0.18,0.3597,0.0839,0.0421,2.237,0.010,0.476
1.7,0.20,0.3888,0.0807,0.0416,2.237,0.009,0.458
1.9,0.22,0.4155,0.0775,0.0411,2.237,0.009,0.440
2.0,0.24,0.4396,0.0741,0.0405,2.237,0.009,0.418
2.2,0.26,0.4609,0.0705,0.0399,2.237,0.009,0.400
2.4,0.28,0.4793,0.0668,0.0391,2.237,0.009,0.378
2.5,0.30,0.4944,0.0630,0.0383,1.491,0.009,0.356
2.7,0.32,0.5059,0.0590,0.0374,1.491,0.009,0.334
2.9,0.34,0.5136,0.0549,0.0365,1.491,0.008,0.311
3.1,0.36,0.5171,0.0508,0.0354,1.491,0.008,0.289
3.2,0.38,0.5157,0.0465,0.0343,1.491,0.008,0.262
3.4,0.40,0.5090,0.0421,0.0332,1.491,0.008,0.240
3.6,0.42,0.4963,0.0376,0.0319,1.491,0.007,0.214
3.7,0.44,0.4765,0.0331,0.0307,1.491,0.007,0.187
3.9,0.46,0.4487,0.0285,0.0293,1.491,0.007,0.160
4.1,0.48,0.4114,0.0238,0.0279,1.491,0.006,0.133
4.2,0.50,0.3630,0.0191,0.0264,1.491,0.006,0.107
4.4,0.52,0.3013,0.0144,0.0249,1.491,0.006,0.080
4.6,0.54,0.2235,0.0096,0.0233,0.746,0.005,0.053
4.8,0.56,0.1259,0.0048,0.0216,0.746,0.005,0.027
4.9,0.58,0.0034,0.0001,0.0199,0.746,0.005,0.000
