# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1048,0.0372,9.694,0.046,2.282
0.2,0.02,0.0481,0.1024,0.0372,9.694,0.046,2.229
0.4,0.03,0.0940,0.0998,0.0370,9.694,0.046,2.175
0.6,0.05,0.1378,0.0972,0.0369,9.694,0.046,2.117
0.8,0.07,0.1795,0.0944,0.0367,9.694,0.045,2.055
1.0,0.09,0.2190,0.0916,0.0365,9.694,0.045,1.997
1.2,0.10,0.2562,0.0887,0.0362,9.694,0.045,1.931
1.4,0.12,0.2912,0.0856,0.0359,8.948,0.044,1.864
1.7,0.14,0.3238,0.0825,0.0356,8.948,0.044,1.797
1.9,0.16,0.3540,0.0793,0.0352,8.948,0.043,1.726
2.1,0.17,0.3816,0.0760,0.0347,8.948,0.043,1.655
2.3,0.19,0.4067,0.0726,0.0342,8.948,0.042,1.579
2.5,0.21,0.4290,0.0691,0.0337,8.948,0.042,1.503
2.7,0.23,0.4484,0.0655,0.0331,8.203,0.041,1.428
2.9,0.24,0.4648,0.0618,0.0325,8.203,0.040,1.348
3.1,0.26,0.4779,0.0581,0.0318,8.203,0.039,1.263
3.3,0.28,0.4875,0.0543,0.0311,8.203,0.038,1.183
3.5,0.30,0.4932,0.0504,0.0303,7.457,0.037,1.099
3.7,0.31,0.4949,0.0464,0.0295,7.457,0.036,1.010
3.9,0.33,0.4919,0.0424,0.0286,7.457,0.035,0.921
4.1,0.35,0.4838,0.0383,0.0276,7.457,0.034,0.832
4.3,0.37,0.4699,0.0341,0.0266,6.711,0.033,0.743
4.6,0.38,0.4496,0.0299,0.0255,6.711,0.032,0.649
4.8,0.40,0.4219,0.0257,0.0244,5.966,0.030,0.560
5.0,0.42,0.3859,0.0214,0.0233,5.966,0.029,0.467
5.2,0.44,0.3399,0.0172,0.0221,5.966,0.027,0.374
5.4,0.45,0.2822,0.0129,0.0208,5.220,0.026,0.280
5.6,0.47,0.2101,0.0087,0.0195,5.220,0.024,0.191
5.8,0.49,0.1203,0.0045,0.0182,4.474,0.022,0.098
6.0,0.51,0.0067,0.0002,0.0167,4.474,0.021,0.004
