# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1069,0.0368,407.152,0.555,28.535
0.7,0.02,0.0509,0.1044,0.0366,405.661,0.553,27.850
1.5,0.04,0.0995,0.1017,0.0365,404.169,0.551,27.139
2.2,0.05,0.1460,0.0989,0.0363,401.932,0.548,26.400
3.0,0.07,0.1903,0.0961,0.0361,398.949,0.545,25.635
3.7,0.09,0.2323,0.0931,0.0358,395.967,0.540,24.848
4.4,0.11,0.2720,0.0900,0.0355,392.238,0.536,24.029
5.2,0.12,0.3095,0.0869,0.0351,388.510,0.530,23.184
5.9,0.14,0.3446,0.0836,0.0347,384.035,0.523,22.312
6.7,0.16,0.3772,0.0802,0.0342,378.070,0.516,21.409
7.4,0.18,0.4073,0.0768,0.0336,372.104,0.508,20.484
8.1,0.20,0.4348,0.0732,0.0331,366.139,0.499,19.532
8.9,0.21,0.4596,0.0695,0.0324,358.682,0.490,18.554
9.6,0.23,0.4814,0.0658,0.0317,351.225,0.479,17.553
10.4,0.25,0.5002,0.0619,0.0310,343.022,0.468,16.530
11.1,0.27,0.5156,0.0580,0.0301,333.328,0.455,15.484
11.9,0.29,0.5275,0.0540,0.0293,323.634,0.442,14.417
12.6,0.30,0.5354,0.0500,0.0283,313.194,0.428,13.331
13.3,0.32,0.5389,0.0458,0.0273,302.754,0.413,12.224
14.1,0.34,0.5374,0.0416,0.0263,290.823,0.396,11.098
14.8,0.36,0.5303,0.0373,0.0251,278.146,0.379,9.955
15.6,0.38,0.5168,0.0330,0.0239,264.723,0.361,8.799
16.3,0.39,0.4956,0.0286,0.0227,251.301,0.342,7.633
17.0,0.41,0.4655,0.0242,0.0214,236.387,0.322,6.459
17.8,0.43,0.4246,0.0198,0.0200,221.473,0.302,5.280
18.5,0.45,0.3703,0.0154,0.0185,205.067,0.280,4.106
19.3,0.46,0.2989,0.0110,0.0171,188.662,0.258,2.931
20.0,0.48,0.2049,0.0066,0.0155,172.257,0.235,1.761
20.7,0.50,0.0797,0.0022,0.0139,154.360,0.211,0.592
