# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1054,0.0367,76.061,0.181,9.181
0.4,0.02,0.0493,0.1029,0.0366,75.316,0.180,8.968
0.8,0.04,0.0965,0.1003,0.0364,75.316,0.180,8.741
1.2,0.05,0.1415,0.0977,0.0363,74.570,0.179,8.509
1.7,0.07,0.1843,0.0949,0.0361,74.570,0.178,8.269
2.1,0.09,0.2250,0.0921,0.0358,73.824,0.177,8.020
2.5,0.11,0.2634,0.0891,0.0355,73.079,0.175,7.762
2.9,0.12,0.2996,0.0860,0.0352,73.079,0.174,7.500
3.3,0.14,0.3334,0.0829,0.0348,71.587,0.172,7.224
3.7,0.16,0.3648,0.0797,0.0344,70.841,0.170,6.939
4.2,0.18,0.3938,0.0763,0.0339,70.096,0.167,6.650
4.6,0.19,0.4201,0.0729,0.0334,69.350,0.165,6.348
5.0,0.21,0.4438,0.0693,0.0328,67.859,0.162,6.041
5.4,0.23,0.4646,0.0657,0.0322,66.367,0.159,5.729
5.8,0.25,0.4824,0.0620,0.0315,64.876,0.155,5.405
6.2,0.26,0.4970,0.0583,0.0308,63.384,0.152,5.075
6.6,0.28,0.5081,0.0544,0.0300,61.893,0.148,4.742
7.1,0.30,0.5155,0.0505,0.0292,60.402,0.144,4.399
7.5,0.32,0.5187,0.0465,0.0283,58.165,0.139,4.052
7.9,0.33,0.5172,0.0424,0.0273,56.673,0.135,3.696
8.3,0.35,0.5106,0.0383,0.0263,54.436,0.130,3.336
8.7,0.37,0.4981,0.0341,0.0252,52.199,0.124,2.971
9.1,0.39,0.4788,0.0299,0.0241,49.962,0.119,2.607
9.5,0.40,0.4517,0.0256,0.0229,46.979,0.113,2.233
10.0,0.42,0.4156,0.0214,0.0216,44.742,0.107,1.864
10.4,0.44,0.3685,0.0171,0.0203,41.759,0.100,1.490
10.8,0.46,0.3080,0.0128,0.0190,39.522,0.094,1.117
11.2,0.47,0.2306,0.0086,0.0176,36.539,0.087,0.747
11.6,0.49,0.1315,0.0043,0.0161,33.556,0.080,0.378
12.0,0.51,0.0013,0.0000,0.0146,29.828,0.072,0.004
