# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1051,0.0368,32.065,0.102,5.151
0.3,0.02,0.0488,0.1026,0.0368,32.065,0.102,5.026
0.6,0.04,0.0955,0.1000,0.0366,32.065,0.102,4.902
0.9,0.05,0.1400,0.0974,0.0365,32.065,0.101,4.773
1.2,0.07,0.1824,0.0946,0.0363,31.319,0.101,4.639
1.6,0.09,0.2225,0.0918,0.0361,31.319,0.100,4.497
1.9,0.10,0.2605,0.0889,0.0358,31.319,0.099,4.355
2.2,0.12,0.2961,0.0858,0.0355,30.574,0.098,4.208
2.5,0.14,0.3295,0.0827,0.0351,30.574,0.097,4.052
2.8,0.16,0.3604,0.0794,0.0347,30.574,0.096,3.892
3.1,0.17,0.3888,0.0761,0.0342,29.828,0.095,3.732
3.4,0.19,0.4146,0.0727,0.0337,29.082,0.094,3.563
3.7,0.21,0.4377,0.0692,0.0332,29.082,0.092,3.390
4.0,0.23,0.4579,0.0656,0.0325,28.337,0.090,3.216
4.3,0.24,0.4751,0.0619,0.0319,27.591,0.088,3.034
4.7,0.26,0.4891,0.0582,0.0312,26.845,0.087,2.851
5.0,0.28,0.4996,0.0543,0.0304,26.845,0.084,2.664
5.3,0.30,0.5063,0.0504,0.0296,26.099,0.082,2.473
5.6,0.31,0.5088,0.0464,0.0287,25.354,0.080,2.277
5.9,0.33,0.5067,0.0424,0.0278,23.862,0.077,2.077
6.2,0.35,0.4995,0.0383,0.0268,23.117,0.074,1.877
6.5,0.37,0.4864,0.0341,0.0258,22.371,0.071,1.673
6.8,0.38,0.4667,0.0299,0.0246,21.625,0.068,1.468
7.1,0.40,0.4394,0.0257,0.0235,20.134,0.065,1.259
7.5,0.42,0.4033,0.0214,0.0223,19.388,0.062,1.050
7.8,0.44,0.3567,0.0172,0.0210,18.642,0.058,0.841
8.1,0.45,0.2975,0.0129,0.0197,17.151,0.055,0.632
8.4,0.47,0.2225,0.0086,0.0183,15.660,0.051,0.423
8.7,0.49,0.1276,0.0044,0.0169,14.914,0.047,0.218
9.0,0.51,0.0050,0.0002,0.0155,13.423,0.043,0.009
