# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1077,0.0370,610.728,0.729,37.521
0.8,0.02,0.0511,0.1051,0.0368,608.491,0.727,36.618
1.7,0.04,0.1001,0.1024,0.0367,606.254,0.724,35.679
2.6,0.05,0.1468,0.0996,0.0365,602.525,0.719,34.705
3.4,0.07,0.1914,0.0967,0.0362,598.797,0.715,33.695
4.3,0.09,0.2337,0.0937,0.0359,593.577,0.709,32.650
5.1,0.11,0.2738,0.0906,0.0356,588.357,0.702,31.569
6.0,0.13,0.3115,0.0874,0.0352,581.646,0.694,30.453
6.8,0.14,0.3469,0.0841,0.0348,574.189,0.686,29.300
7.7,0.16,0.3799,0.0807,0.0343,565.986,0.676,28.108
8.5,0.18,0.4103,0.0771,0.0337,557.038,0.665,26.885
9.4,0.20,0.4381,0.0735,0.0331,547.344,0.653,25.626
10.2,0.22,0.4631,0.0698,0.0324,536.158,0.640,24.332
11.1,0.23,0.4853,0.0660,0.0317,524.227,0.626,23.011
11.9,0.25,0.5044,0.0621,0.0309,510.804,0.610,21.658
12.8,0.27,0.5201,0.0582,0.0301,497.382,0.594,20.279
13.6,0.29,0.5322,0.0541,0.0292,482.468,0.576,18.869
14.5,0.30,0.5403,0.0500,0.0282,466.062,0.557,17.433
15.3,0.32,0.5440,0.0458,0.0272,448.911,0.536,15.969
16.2,0.34,0.5427,0.0416,0.0261,431.015,0.515,14.483
17.0,0.36,0.5356,0.0372,0.0249,411.626,0.492,12.975
17.9,0.38,0.5219,0.0328,0.0237,391.492,0.467,11.445
18.7,0.39,0.5004,0.0284,0.0224,369.867,0.442,9.902
19.6,0.41,0.4697,0.0240,0.0210,347.496,0.415,8.354
20.4,0.43,0.4278,0.0195,0.0196,324.379,0.387,6.801
21.3,0.45,0.3716,0.0151,0.0182,300.517,0.358,5.249
22.1,0.47,0.2973,0.0106,0.0167,275.163,0.328,3.701
23.0,0.48,0.1987,0.0062,0.0151,249.064,0.297,2.157
23.8,0.50,0.0657,0.0018,0.0135,222.219,0.265,0.614
