# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1175,0.0414,4512.976,2.873,144.016
1.6,0.02,0.0503,0.1147,0.0412,4487.622,2.857,140.519
3.2,0.04,0.0987,0.1117,0.0409,4457.794,2.838,136.881
4.8,0.05,0.1451,0.1086,0.0406,4423.492,2.816,133.113
6.4,0.07,0.1895,0.1054,0.0403,4384.715,2.791,129.203
8.0,0.09,0.2317,0.1021,0.0398,4340.719,2.763,125.160
9.6,0.11,0.2719,0.0987,0.0394,4291.503,2.732,120.978
11.3,0.13,0.3097,0.0952,0.0389,4237.812,2.698,116.655
12.9,0.14,0.3452,0.0916,0.0384,4178.902,2.660,112.189
14.5,0.16,0.3782,0.0878,0.0378,4114.772,2.620,107.585
16.1,0.18,0.4086,0.0839,0.0371,4045.422,2.576,102.843
17.7,0.20,0.4360,0.0800,0.0365,3972.343,2.529,97.968
19.3,0.22,0.4604,0.0759,0.0358,3894.790,2.480,92.972
20.9,0.24,0.4814,0.0717,0.0350,3813.509,2.428,87.857
22.5,0.25,0.4987,0.0674,0.0342,3728.499,2.374,82.630
24.1,0.27,0.5120,0.0631,0.0334,3639.761,2.317,77.292
25.7,0.29,0.5207,0.0586,0.0326,3548.786,2.259,71.843
27.3,0.31,0.5243,0.0541,0.0317,3454.828,2.200,66.292
28.9,0.33,0.5223,0.0495,0.0308,3359.378,2.139,60.638
30.5,0.34,0.5139,0.0448,0.0299,3261.691,2.077,54.887
32.1,0.36,0.4984,0.0400,0.0290,3164.005,2.014,49.051
33.8,0.38,0.4750,0.0352,0.0281,3065.572,1.952,43.143
35.4,0.40,0.4429,0.0303,0.0273,2968.631,1.890,37.178
37.0,0.42,0.4012,0.0255,0.0264,2873.927,1.830,31.186
38.6,0.43,0.3491,0.0205,0.0255,2782.206,1.771,25.177
40.2,0.45,0.2857,0.0156,0.0247,2695.705,1.716,19.163
41.8,0.47,0.2104,0.0107,0.0240,2613.678,1.664,13.158
43.4,0.49,0.1226,0.0059,0.0233,2536.871,1.615,7.171
45.0,0.51,0.0212,0.0009,0.0226,2459.318,1.566,1.157
