# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1154,0.0403,3565.191,2.432,123.145
1.5,0.02,0.0506,0.1126,0.0400,3545.803,2.419,120.169
3.0,0.04,0.0992,0.1097,0.0398,3522.686,2.403,117.073
4.5,0.05,0.1458,0.1067,0.0395,3495.841,2.385,113.866
6.0,0.07,0.1905,0.1036,0.0391,3464.522,2.363,110.543
7.5,0.09,0.2331,0.1003,0.0387,3428.728,2.339,107.104
9.0,0.11,0.2736,0.0970,0.0383,3388.460,2.311,103.550
10.4,0.13,0.3120,0.0936,0.0378,3343.718,2.281,99.876
11.9,0.14,0.3483,0.0900,0.0372,3293.756,2.247,96.082
13.4,0.16,0.3822,0.0864,0.0366,3239.320,2.210,92.172
14.9,0.18,0.4137,0.0826,0.0359,3179.664,2.169,88.137
16.4,0.20,0.4426,0.0787,0.0352,3115.534,2.125,83.996
17.9,0.22,0.4688,0.0747,0.0344,3046.184,2.078,79.752
19.4,0.23,0.4921,0.0706,0.0336,2972.360,2.028,75.406
20.9,0.25,0.5122,0.0665,0.0327,2894.807,1.975,70.967
22.4,0.27,0.5288,0.0622,0.0318,2812.034,1.918,66.430
23.9,0.29,0.5415,0.0579,0.0308,2725.533,1.859,61.804
25.4,0.31,0.5497,0.0535,0.0297,2634.558,1.797,57.084
26.9,0.32,0.5530,0.0490,0.0287,2539.854,1.732,52.284
28.4,0.34,0.5506,0.0444,0.0276,2440.676,1.665,47.400
29.8,0.36,0.5415,0.0398,0.0264,2339.260,1.595,42.440
31.3,0.38,0.5249,0.0351,0.0252,2234.117,1.524,37.418
32.8,0.40,0.4993,0.0303,0.0240,2126.736,1.451,32.347
34.3,0.41,0.4634,0.0255,0.0228,2018.610,1.377,27.250
35.8,0.43,0.4153,0.0207,0.0216,1908.992,1.302,22.134
37.3,0.45,0.3527,0.0159,0.0203,1800.119,1.228,17.014
38.8,0.47,0.2729,0.0111,0.0191,1691.247,1.154,11.895
40.3,0.49,0.1727,0.0064,0.0179,1583.867,1.080,6.788
41.8,0.50,0.0473,0.0016,0.0167,1475.740,1.007,1.668
