# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1058,0.0366,147.649,0.282,14.403
0.5,0.02,0.0503,0.1033,0.0365,146.903,0.281,14.061
1.1,0.04,0.0984,0.1007,0.0364,146.903,0.280,13.705
1.6,0.05,0.1443,0.0979,0.0362,146.157,0.279,13.331
2.1,0.07,0.1880,0.0951,0.0360,145.411,0.277,12.949
2.6,0.09,0.2295,0.0922,0.0357,143.920,0.275,12.553
3.2,0.11,0.2686,0.0892,0.0354,143.174,0.273,12.144
3.7,0.12,0.3055,0.0861,0.0351,141.683,0.270,11.717
4.2,0.14,0.3399,0.0828,0.0347,140.192,0.267,11.281
4.7,0.16,0.3719,0.0795,0.0342,137.954,0.264,10.827
5.3,0.18,0.4013,0.0761,0.0337,135.717,0.260,10.360
5.8,0.20,0.4281,0.0726,0.0332,133.480,0.255,9.880
6.3,0.21,0.4521,0.0690,0.0325,131.243,0.251,9.390
6.8,0.23,0.4732,0.0653,0.0319,128.260,0.246,8.888
7.4,0.25,0.4912,0.0615,0.0312,126.023,0.240,8.372
7.9,0.27,0.5058,0.0576,0.0304,122.295,0.234,7.847
8.4,0.28,0.5168,0.0537,0.0296,119.312,0.228,7.313
9.0,0.30,0.5239,0.0497,0.0287,115.583,0.221,6.766
9.5,0.32,0.5266,0.0456,0.0277,111.855,0.214,6.210
10.0,0.34,0.5244,0.0415,0.0267,107.381,0.206,5.645
10.5,0.36,0.5167,0.0372,0.0256,103.652,0.197,5.071
11.1,0.37,0.5026,0.0330,0.0245,98.432,0.189,4.488
11.6,0.39,0.4813,0.0286,0.0233,93.958,0.179,3.901
12.1,0.41,0.4513,0.0243,0.0220,88.738,0.170,3.309
12.6,0.43,0.4112,0.0200,0.0207,83.518,0.160,2.718
13.2,0.44,0.3587,0.0156,0.0193,78.298,0.149,2.126
13.7,0.46,0.2905,0.0113,0.0179,72.333,0.138,1.535
14.2,0.48,0.2023,0.0069,0.0165,66.367,0.127,0.943
14.7,0.50,0.0872,0.0026,0.0149,60.402,0.115,0.356
