# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1415,0.0561,542.124,0.305,23.745
1.3,0.02,0.0553,0.1387,0.0562,542.870,0.305,23.269
2.6,0.04,0.1082,0.1357,0.0562,542.870,0.305,22.770
3.9,0.07,0.1589,0.1326,0.0561,541.378,0.304,22.246
5.2,0.09,0.2073,0.1293,0.0559,539.887,0.303,21.694
6.4,0.11,0.2534,0.1258,0.0556,536.904,0.302,21.111
7.7,0.13,0.2973,0.1222,0.0552,533.921,0.300,20.506
9.0,0.16,0.3389,0.1184,0.0548,529.447,0.297,19.870
10.3,0.18,0.3784,0.1144,0.0542,523.481,0.294,19.203
11.6,0.20,0.4155,0.1103,0.0535,516.770,0.290,18.509
12.9,0.22,0.4504,0.1060,0.0527,509.313,0.286,17.784
14.2,0.25,0.4829,0.1015,0.0518,500.365,0.281,17.032
15.5,0.27,0.5130,0.0968,0.0507,489.925,0.275,16.249
16.8,0.29,0.5405,0.0920,0.0496,478.739,0.269,15.435
18.1,0.31,0.5654,0.0870,0.0482,466.062,0.262,14.599
19.3,0.34,0.5872,0.0818,0.0468,451.894,0.254,13.732
20.6,0.36,0.6060,0.0765,0.0452,436.980,0.246,12.842
21.9,0.38,0.6213,0.0711,0.0436,420.575,0.236,11.930
23.2,0.40,0.6327,0.0655,0.0418,403.424,0.227,10.996
24.5,0.43,0.6397,0.0599,0.0398,384.781,0.216,10.049
25.8,0.45,0.6415,0.0541,0.0378,364.647,0.205,9.079
27.1,0.47,0.6373,0.0483,0.0356,343.768,0.193,8.096
28.4,0.49,0.6257,0.0423,0.0333,322.142,0.181,7.099
29.7,0.52,0.6050,0.0363,0.0309,298.280,0.168,6.090
30.9,0.54,0.5724,0.0302,0.0284,274.418,0.154,5.071
32.2,0.56,0.5245,0.0241,0.0257,248.318,0.140,4.043
33.5,0.58,0.4557,0.0180,0.0230,222.219,0.125,3.020
34.8,0.60,0.3574,0.0119,0.0202,194.628,0.109,2.002
36.1,0.63,0.2153,0.0059,0.0173,167.037,0.094,0.996
37.4,0.65,0.0003,0.0000,0.0144,138.700,0.078,0.000
