# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1366,0.0545,23.117,0.037,2.856
0.5,0.02,0.0548,0.1339,0.0545,23.117,0.037,2.798
0.9,0.04,0.1072,0.1310,0.0545,23.117,0.037,2.740
1.4,0.07,0.1572,0.1279,0.0545,23.117,0.037,2.673
1.8,0.09,0.2049,0.1247,0.0543,23.117,0.037,2.607
2.3,0.11,0.2503,0.1214,0.0541,23.117,0.037,2.535
2.7,0.13,0.2933,0.1179,0.0538,23.117,0.036,2.464
3.2,0.16,0.3340,0.1142,0.0534,22.371,0.036,2.389
3.6,0.18,0.3723,0.1104,0.0529,22.371,0.036,2.309
4.1,0.20,0.4083,0.1064,0.0523,22.371,0.035,2.224
4.5,0.22,0.4417,0.1022,0.0516,21.625,0.035,2.135
5.0,0.25,0.4727,0.0979,0.0508,21.625,0.034,2.046
5.4,0.27,0.5010,0.0934,0.0499,20.880,0.034,1.953
5.9,0.29,0.5265,0.0887,0.0489,20.880,0.033,1.855
6.3,0.31,0.5491,0.0839,0.0477,20.134,0.032,1.753
6.8,0.33,0.5685,0.0789,0.0465,19.388,0.031,1.650
7.3,0.36,0.5845,0.0738,0.0451,19.388,0.031,1.544
7.7,0.38,0.5967,0.0686,0.0436,18.642,0.029,1.432
8.2,0.40,0.6047,0.0632,0.0420,17.897,0.028,1.321
8.6,0.42,0.6080,0.0578,0.0403,17.151,0.027,1.210
9.1,0.45,0.6059,0.0522,0.0385,16.405,0.026,1.090
9.5,0.47,0.5974,0.0466,0.0365,15.660,0.025,0.974
10.0,0.49,0.5814,0.0408,0.0345,14.914,0.023,0.854
10.4,0.51,0.5561,0.0350,0.0323,13.423,0.022,0.734
10.9,0.54,0.5196,0.0292,0.0301,12.677,0.020,0.609
11.3,0.56,0.4687,0.0233,0.0277,11.931,0.019,0.485
11.8,0.58,0.3994,0.0174,0.0253,10.440,0.017,0.365
12.2,0.60,0.3057,0.0115,0.0228,9.694,0.015,0.240
12.7,0.62,0.1785,0.0058,0.0202,8.203,0.014,0.120
13.2,0.65,0.0020,0.0001,0.0175,7.457,0.012,0.000
