# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1358,0.0570,0.000,0.001,0.080
0.1,0.02,0.0515,0.1331,0.0570,0.000,0.001,0.076
0.1,0.04,0.1008,0.1302,0.0570,0.000,0.001,0.076
0.2,0.07,0.1480,0.1272,0.0569,0.000,0.001,0.076
0.3,0.09,0.1929,0.1241,0.0568,0.000,0.001,0.071
0.4,0.11,0.2356,0.1208,0.0566,0.000,0.001,0.071
0.4,0.13,0.2761,0.1173,0.0563,0.000,0.001,0.067
0.5,0.15,0.3143,0.1137,0.0559,0.000,0.001,0.067
0.6,0.18,0.3501,0.1100,0.0555,0.000,0.001,0.062
0.7,0.20,0.3836,0.1060,0.0549,0.000,0.001,0.062
0.7,0.22,0.4145,0.1019,0.0543,0.000,0.001,0.058
0.8,0.24,0.4429,0.0977,0.0535,0.000,0.001,0.058
0.9,0.26,0.4685,0.0933,0.0527,0.000,0.001,0.053
1.0,0.29,0.4912,0.0887,0.0518,0.000,0.001,0.053
1.0,0.31,0.5108,0.0839,0.0508,0.000,0.001,0.049
1.1,0.33,0.5270,0.0790,0.0497,0.000,0.001,0.044
1.2,0.35,0.5395,0.0740,0.0484,0.000,0.001,0.044
1.3,0.38,0.5481,0.0689,0.0471,0.000,0.001,0.040
1.3,0.40,0.5522,0.0636,0.0458,0.000,0.001,0.036
1.4,0.42,0.5514,0.0582,0.0443,0.000,0.001,0.036
1.5,0.44,0.5450,0.0527,0.0427,0.000,0.001,0.031
1.6,0.46,0.5323,0.0471,0.0411,0.000,0.001,0.027
1.6,0.49,0.5123,0.0415,0.0393,0.000,0.001,0.022
1.7,0.51,0.4839,0.0357,0.0375,0.000,0.001,0.022
1.8,0.53,0.4455,0.0299,0.0356,0.000,0.001,0.018
1.9,0.55,0.3954,0.0241,0.0336,0.000,0.001,0.013
1.9,0.57,0.3312,0.0182,0.0315,0.000,0.001,0.009
2.0,0.60,0.2501,0.0123,0.0294,0.000,0.001,0.009
2.1,0.62,0.1485,0.0065,0.0272,0.000,0.001,0.004
2.2,0.64,0.0210,0.0008,0.0250,0.000,0.000,0.000
