# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1382,0.0546,143.174,0.124,9.710
0.8,0.02,0.0554,0.1354,0.0547,143.174,0.124,9.515
1.7,0.04,0.1083,0.1325,0.0547,143.174,0.124,9.310
2.5,0.07,0.1589,0.1294,0.0546,143.174,0.124,9.092
3.3,0.09,0.2072,0.1262,0.0545,142.429,0.124,8.865
4.2,0.11,0.2531,0.1228,0.0542,141.683,0.123,8.630
5.0,0.13,0.2967,0.1193,0.0539,140.937,0.122,8.380
5.8,0.16,0.3381,0.1156,0.0535,140.192,0.122,8.118
6.7,0.18,0.3771,0.1117,0.0530,138.700,0.120,7.847
7.5,0.20,0.4137,0.1076,0.0523,137.209,0.119,7.562
8.3,0.22,0.4480,0.1034,0.0516,134.972,0.117,7.268
9.2,0.25,0.4798,0.0990,0.0508,132.735,0.115,6.957
10.0,0.27,0.5090,0.0945,0.0498,130.497,0.113,6.637
10.8,0.29,0.5356,0.0898,0.0487,127.515,0.111,6.308
11.7,0.31,0.5593,0.0849,0.0475,124.532,0.108,5.965
12.5,0.34,0.5800,0.0799,0.0462,120.803,0.105,5.609
13.3,0.36,0.5974,0.0747,0.0447,117.075,0.102,5.249
14.2,0.38,0.6112,0.0694,0.0431,112.601,0.098,4.875
15.0,0.40,0.6210,0.0640,0.0415,108.126,0.094,4.493
15.8,0.42,0.6262,0.0585,0.0396,103.652,0.090,4.106
16.7,0.45,0.6261,0.0528,0.0377,98.432,0.086,3.714
17.5,0.47,0.6198,0.0471,0.0357,93.212,0.081,3.309
18.3,0.49,0.6061,0.0413,0.0335,87.993,0.076,2.905
19.2,0.51,0.5832,0.0355,0.0313,82.027,0.071,2.491
20.0,0.54,0.5488,0.0295,0.0289,75.316,0.066,2.077
20.8,0.56,0.4994,0.0236,0.0264,69.350,0.060,1.659
21.7,0.58,0.4304,0.0176,0.0238,62.639,0.054,1.241
22.5,0.60,0.3344,0.0117,0.0212,55.182,0.048,0.823
23.3,0.63,0.1998,0.0059,0.0184,48.470,0.042,0.414
24.1,0.65,0.0048,0.0001,0.0157,41.013,0.036,0.009
