# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1378,0.0545,107.381,0.102,8.002
0.8,0.02,0.0559,0.1350,0.0546,107.381,0.102,7.838
1.5,0.05,0.1094,0.1321,0.0546,107.381,0.102,7.669
2.3,0.07,0.1605,0.1290,0.0545,107.381,0.102,7.486
3.1,0.09,0.2091,0.1257,0.0543,106.635,0.102,7.300
3.8,0.11,0.2554,0.1223,0.0541,106.635,0.102,7.099
4.6,0.14,0.2993,0.1187,0.0538,105.889,0.101,6.890
5.4,0.16,0.3408,0.1149,0.0534,105.144,0.100,6.672
6.1,0.18,0.3799,0.1110,0.0528,103.652,0.099,6.445
6.9,0.20,0.4167,0.1069,0.0522,102.907,0.098,6.205
7.7,0.23,0.4509,0.1026,0.0514,101.415,0.097,5.961
8.4,0.25,0.4826,0.0982,0.0506,99.178,0.095,5.703
9.2,0.27,0.5117,0.0936,0.0496,97.687,0.093,5.431
10.0,0.29,0.5380,0.0888,0.0485,95.450,0.091,5.155
10.7,0.32,0.5613,0.0838,0.0473,93.212,0.089,4.866
11.5,0.34,0.5815,0.0787,0.0459,90.230,0.086,4.573
12.2,0.36,0.5982,0.0735,0.0444,87.247,0.083,4.266
13.0,0.38,0.6112,0.0681,0.0428,84.264,0.080,3.954
13.8,0.41,0.6198,0.0627,0.0411,80.536,0.077,3.639
14.5,0.43,0.6237,0.0571,0.0393,77.553,0.074,3.314
15.3,0.45,0.6219,0.0514,0.0373,73.079,0.070,2.985
16.1,0.47,0.6135,0.0456,0.0353,69.350,0.066,2.647
16.8,0.50,0.5971,0.0397,0.0331,64.876,0.062,2.309
17.6,0.52,0.5708,0.0338,0.0308,60.402,0.058,1.962
18.4,0.54,0.5318,0.0278,0.0284,55.927,0.053,1.615
19.1,0.57,0.4766,0.0218,0.0258,50.708,0.049,1.268
19.9,0.59,0.3997,0.0158,0.0232,45.488,0.044,0.916
20.7,0.61,0.2927,0.0099,0.0206,40.268,0.039,0.574
21.4,0.63,0.1421,0.0040,0.0178,35.048,0.033,0.231
