# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1363,0.0548,6.711,0.016,1.268
0.3,0.02,0.0542,0.1335,0.0549,6.711,0.016,1.241
0.6,0.04,0.1060,0.1306,0.0549,6.711,0.016,1.214
0.9,0.07,0.1555,0.1276,0.0548,6.711,0.016,1.183
1.2,0.09,0.2027,0.1244,0.0547,6.711,0.016,1.157
1.5,0.11,0.2476,0.1211,0.0545,6.711,0.016,1.125
1.8,0.13,0.2901,0.1176,0.0542,6.711,0.016,1.094
2.1,0.16,0.3303,0.1139,0.0538,6.711,0.016,1.059
2.4,0.18,0.3681,0.1101,0.0533,6.711,0.016,1.023
2.7,0.20,0.4035,0.1061,0.0527,6.711,0.016,0.988
3.0,0.22,0.4365,0.1020,0.0521,6.711,0.016,0.947
3.3,0.25,0.4669,0.0976,0.0513,6.711,0.015,0.907
3.6,0.27,0.4946,0.0932,0.0504,6.711,0.015,0.867
3.9,0.29,0.5195,0.0885,0.0494,5.966,0.015,0.823
4.2,0.31,0.5413,0.0837,0.0482,5.966,0.014,0.778
4.5,0.33,0.5600,0.0788,0.0470,5.966,0.014,0.730
4.8,0.36,0.5751,0.0737,0.0457,5.966,0.014,0.685
5.1,0.38,0.5865,0.0685,0.0442,5.220,0.013,0.636
5.4,0.40,0.5935,0.0631,0.0427,5.220,0.013,0.587
5.7,0.42,0.5957,0.0577,0.0410,5.220,0.012,0.534
6.0,0.45,0.5924,0.0522,0.0392,5.220,0.012,0.485
6.3,0.47,0.5828,0.0465,0.0374,4.474,0.011,0.431
6.6,0.49,0.5655,0.0408,0.0354,4.474,0.011,0.378
6.9,0.51,0.5392,0.0350,0.0333,4.474,0.010,0.325
7.2,0.53,0.5017,0.0292,0.0311,3.728,0.009,0.271
7.5,0.56,0.4504,0.0233,0.0288,3.728,0.009,0.218
7.9,0.58,0.3816,0.0174,0.0265,2.983,0.008,0.160
8.1,0.60,0.2901,0.0116,0.0240,2.983,0.007,0.107
8.5,0.62,0.1683,0.0058,0.0215,2.983,0.006,0.053
8.8,0.65,0.0036,0.0001,0.0190,2.237,0.006,0.000
