# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1448,0.0580,1055.911,0.480,37.080
1.6,0.02,0.0549,0.1420,0.0580,1056.657,0.481,36.351
3.2,0.04,0.1075,0.1389,0.0580,1055.911,0.480,35.577
4.8,0.07,0.1578,0.1358,0.0579,1053.674,0.479,34.763
6.4,0.09,0.2060,0.1324,0.0577,1049.945,0.477,33.904
8.0,0.11,0.2520,0.1289,0.0573,1043.980,0.475,33.001
9.6,0.13,0.2959,0.1252,0.0569,1036.523,0.471,32.054
11.2,0.16,0.3376,0.1213,0.0564,1026.829,0.467,31.062
12.8,0.18,0.3772,0.1173,0.0558,1015.643,0.462,30.025
14.4,0.20,0.4146,0.1130,0.0550,1002.221,0.456,28.940
16.0,0.22,0.4498,0.1086,0.0541,985.815,0.448,27.810
17.5,0.25,0.4828,0.1040,0.0531,967.918,0.440,26.636
19.1,0.27,0.5134,0.0992,0.0520,947.039,0.431,25.413
20.7,0.29,0.5416,0.0943,0.0508,924.668,0.420,24.145
22.3,0.31,0.5671,0.0892,0.0494,898.568,0.409,22.833
23.9,0.34,0.5898,0.0839,0.0478,870.977,0.396,21.476
25.5,0.36,0.6095,0.0784,0.0462,841.149,0.382,20.084
27.1,0.38,0.6258,0.0729,0.0444,808.339,0.368,18.656
28.7,0.40,0.6383,0.0672,0.0425,773.291,0.352,17.201
30.3,0.43,0.6466,0.0614,0.0404,736.751,0.335,15.716
31.9,0.45,0.6497,0.0555,0.0383,697.229,0.317,14.203
33.5,0.47,0.6469,0.0495,0.0360,655.470,0.298,12.664
35.1,0.49,0.6366,0.0434,0.0336,611.474,0.278,11.103
36.7,0.52,0.6170,0.0372,0.0311,565.986,0.257,9.519
38.3,0.54,0.5854,0.0309,0.0284,518.261,0.236,7.922
39.9,0.56,0.5377,0.0247,0.0257,468.300,0.213,6.316
41.5,0.58,0.4682,0.0184,0.0229,416.846,0.190,4.706
43.1,0.61,0.3674,0.0121,0.0200,364.647,0.166,3.109
44.7,0.63,0.2198,0.0060,0.0171,311.703,0.142,1.535
46.3,0.65,-0.0059,-0.0001,0.0141,257.266,0.117,-0.031
