# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1525,0.0637,2466.775,0.872,64.535
2.1,0.02,0.0538,0.1495,0.0636,2461.555,0.871,63.276
4.2,0.05,0.1057,0.1463,0.0634,2453.353,0.868,61.937
6.3,0.07,0.1557,0.1430,0.0631,2441.421,0.864,60.518
8.4,0.09,0.2038,0.1394,0.0627,2425.762,0.858,59.015
10.5,0.11,0.2499,0.1357,0.0622,2406.373,0.851,57.431
12.6,0.14,0.2940,0.1317,0.0616,2383.257,0.843,55.763
14.7,0.16,0.3358,0.1276,0.0609,2357.157,0.834,54.010
16.8,0.18,0.3755,0.1232,0.0601,2327.329,0.823,52.169
18.8,0.21,0.4128,0.1187,0.0593,2293.773,0.811,50.238
20.9,0.23,0.4478,0.1139,0.0583,2254.996,0.798,48.223
23.0,0.25,0.4802,0.1090,0.0572,2212.492,0.783,46.119
25.1,0.27,0.5098,0.1038,0.0559,2165.512,0.766,43.931
27.2,0.30,0.5364,0.0984,0.0546,2114.059,0.748,41.662
29.3,0.32,0.5597,0.0929,0.0532,2058.877,0.728,39.304
31.4,0.34,0.5790,0.0871,0.0517,1999.967,0.708,36.876
33.5,0.37,0.5940,0.0812,0.0501,1938.820,0.686,34.376
35.6,0.39,0.6039,0.0752,0.0485,1875.435,0.663,31.814
37.7,0.41,0.6081,0.0690,0.0468,1809.814,0.640,29.198
39.8,0.44,0.6054,0.0627,0.0450,1743.446,0.617,26.525
41.9,0.46,0.5948,0.0562,0.0433,1675.588,0.593,23.802
44.0,0.48,0.5749,0.0497,0.0416,1608.475,0.569,21.031
46.1,0.50,0.5442,0.0430,0.0398,1542.107,0.545,18.220
48.2,0.53,0.5012,0.0363,0.0382,1477.231,0.522,15.373
50.3,0.55,0.4443,0.0295,0.0365,1414.593,0.500,12.504
52.4,0.57,0.3718,0.0227,0.0350,1354.937,0.479,9.626
54.4,0.60,0.2831,0.0160,0.0336,1299.755,0.460,6.757
56.5,0.62,0.1777,0.0093,0.0323,1249.793,0.442,3.928
