# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1372,0.0544,54.436,0.065,5.098
0.6,0.02,0.0559,0.1344,0.0545,55.182,0.065,4.991
1.2,0.05,0.1093,0.1314,0.0545,55.182,0.065,4.884
1.8,0.07,0.1603,0.1283,0.0544,54.436,0.065,4.768
2.5,0.09,0.2089,0.1250,0.0542,54.436,0.065,4.648
3.1,0.11,0.2550,0.1216,0.0540,54.436,0.065,4.519
3.7,0.14,0.2988,0.1180,0.0537,53.690,0.065,4.386
4.3,0.16,0.3402,0.1143,0.0533,53.690,0.064,4.248
4.9,0.18,0.3791,0.1104,0.0528,52.945,0.063,4.101
5.5,0.20,0.4156,0.1063,0.0521,52.199,0.063,3.950
6.1,0.23,0.4496,0.1020,0.0514,51.453,0.062,3.790
6.8,0.25,0.4810,0.0976,0.0505,50.708,0.061,3.625
7.4,0.27,0.5097,0.0929,0.0496,49.962,0.060,3.456
8.0,0.29,0.5356,0.0882,0.0485,48.470,0.058,3.278
8.6,0.32,0.5584,0.0832,0.0473,47.725,0.057,3.092
9.2,0.34,0.5780,0.0781,0.0459,46.233,0.055,2.905
9.8,0.36,0.5940,0.0729,0.0445,44.742,0.053,2.709
10.4,0.39,0.6062,0.0675,0.0429,43.251,0.052,2.509
11.1,0.41,0.6140,0.0621,0.0412,41.759,0.049,2.304
11.7,0.43,0.6169,0.0565,0.0394,39.522,0.047,2.100
12.3,0.45,0.6140,0.0508,0.0375,38.031,0.045,1.886
12.9,0.48,0.6043,0.0450,0.0355,35.794,0.043,1.673
13.5,0.50,0.5864,0.0392,0.0333,33.556,0.040,1.455
14.1,0.52,0.5583,0.0332,0.0310,31.319,0.037,1.237
14.7,0.54,0.5176,0.0273,0.0286,29.082,0.034,1.014
15.3,0.57,0.4605,0.0213,0.0262,26.099,0.031,0.792
16.0,0.59,0.3816,0.0153,0.0236,23.862,0.028,0.569
16.6,0.61,0.2732,0.0094,0.0210,20.880,0.025,0.347
