# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1361,0.0552,2.983,0.009,0.712
0.2,0.02,0.0537,0.1334,0.0553,2.983,0.009,0.698
0.5,0.04,0.1051,0.1305,0.0553,2.983,0.009,0.681
0.7,0.07,0.1542,0.1274,0.0552,2.983,0.009,0.667
0.9,0.09,0.2010,0.1243,0.0550,2.983,0.009,0.649
1.1,0.11,0.2454,0.1209,0.0548,2.983,0.009,0.632
1.4,0.13,0.2876,0.1174,0.0545,2.983,0.009,0.614
1.6,0.16,0.3274,0.1138,0.0541,2.983,0.009,0.596
1.8,0.18,0.3649,0.1100,0.0537,2.983,0.009,0.574
2.0,0.20,0.3999,0.1060,0.0531,2.983,0.009,0.556
2.3,0.22,0.4325,0.1019,0.0524,2.983,0.009,0.534
2.5,0.24,0.4624,0.0976,0.0517,2.983,0.009,0.512
2.7,0.27,0.4897,0.0931,0.0508,2.983,0.009,0.485
2.9,0.29,0.5142,0.0885,0.0498,2.983,0.008,0.463
3.2,0.31,0.5356,0.0837,0.0487,2.237,0.008,0.436
3.4,0.33,0.5537,0.0787,0.0475,2.237,0.008,0.409
3.6,0.36,0.5683,0.0737,0.0462,2.237,0.008,0.387
3.8,0.38,0.5790,0.0684,0.0447,2.237,0.008,0.356
4.1,0.40,0.5853,0.0631,0.0432,2.237,0.007,0.329
4.3,0.42,0.5868,0.0577,0.0416,2.237,0.007,0.302
4.5,0.45,0.5828,0.0522,0.0399,2.237,0.007,0.271
4.7,0.47,0.5723,0.0466,0.0380,2.237,0.006,0.245
5.0,0.49,0.5543,0.0408,0.0361,2.237,0.006,0.214
5.2,0.51,0.5273,0.0351,0.0340,1.491,0.006,0.182
5.4,0.53,0.4893,0.0292,0.0319,1.491,0.005,0.151
5.7,0.56,0.4378,0.0234,0.0297,1.491,0.005,0.120
5.9,0.58,0.3695,0.0175,0.0274,1.491,0.005,0.093
6.1,0.60,0.2796,0.0116,0.0250,1.491,0.004,0.062
6.3,0.62,0.1617,0.0059,0.0226,1.491,0.004,0.031
6.6,0.65,0.0048,0.0002,0.0201,0.746,0.003,0.000
