# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1469,0.0593,1418.321,0.589,45.132
1.7,0.02,0.0545,0.1441,0.0593,1419.067,0.589,44.246
3.5,0.04,0.1067,0.1410,0.0593,1417.575,0.589,43.312
5.2,0.07,0.1568,0.1378,0.0591,1413.847,0.587,42.325
7.0,0.09,0.2048,0.1344,0.0589,1408.627,0.585,41.288
8.7,0.11,0.2507,0.1309,0.0585,1400.424,0.581,40.194
10.5,0.13,0.2944,0.1271,0.0581,1389.985,0.577,39.046
12.2,0.16,0.3361,0.1232,0.0575,1376.562,0.572,37.841
14.0,0.18,0.3757,0.1191,0.0569,1360.157,0.565,36.582
15.7,0.20,0.4133,0.1148,0.0561,1341.514,0.557,35.266
17.5,0.22,0.4486,0.1103,0.0552,1319.889,0.548,33.891
19.2,0.25,0.4818,0.1057,0.0541,1294.535,0.538,32.459
21.0,0.27,0.5127,0.1008,0.0529,1266.198,0.526,30.973
22.7,0.29,0.5411,0.0958,0.0516,1234.879,0.513,29.434
24.5,0.31,0.5670,0.0906,0.0502,1200.577,0.498,27.833
26.2,0.34,0.5901,0.0853,0.0486,1162.546,0.483,26.187
27.9,0.36,0.6101,0.0797,0.0469,1122.278,0.466,24.492
29.7,0.38,0.6267,0.0741,0.0451,1078.282,0.448,22.757
31.4,0.40,0.6394,0.0683,0.0431,1031.303,0.428,20.982
33.2,0.43,0.6477,0.0624,0.0411,982.087,0.408,19.172
34.9,0.45,0.6506,0.0564,0.0389,930.633,0.386,17.326
36.7,0.47,0.6472,0.0503,0.0366,875.452,0.364,15.453
38.4,0.49,0.6358,0.0441,0.0342,818.778,0.340,13.545
40.2,0.52,0.6145,0.0378,0.0317,759.868,0.315,11.619
41.9,0.54,0.5803,0.0315,0.0292,698.721,0.290,9.666
43.7,0.56,0.5293,0.0251,0.0266,635.336,0.264,7.704
45.4,0.58,0.4559,0.0187,0.0239,571.952,0.237,5.738
47.2,0.61,0.3517,0.0123,0.0212,507.822,0.211,3.785
48.9,0.63,0.2043,0.0060,0.0185,443.691,0.184,1.855
50.7,0.65,-0.0090,-0.0002,0.0159,379.561,0.158,-0.067
