# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1408,0.0558,448.911,0.268,20.933
1.2,0.02,0.0553,0.1380,0.0558,449.657,0.268,20.515
2.4,0.04,0.1083,0.1350,0.0558,449.657,0.268,20.075
3.6,0.07,0.1590,0.1319,0.0557,448.911,0.268,19.608
4.9,0.09,0.2074,0.1286,0.0555,447.420,0.267,19.123
6.1,0.11,0.2535,0.1252,0.0553,445.183,0.266,18.611
7.3,0.13,0.2974,0.1216,0.0549,442.200,0.264,18.073
8.5,0.16,0.3390,0.1178,0.0545,438.472,0.262,17.513
9.7,0.18,0.3784,0.1139,0.0539,433.997,0.259,16.925
10.9,0.20,0.4155,0.1098,0.0532,428.777,0.256,16.316
12.1,0.22,0.4502,0.1055,0.0524,422.066,0.252,15.676
13.3,0.25,0.4827,0.1010,0.0515,415.355,0.248,15.013
14.6,0.27,0.5126,0.0964,0.0505,406.406,0.243,14.323
15.8,0.29,0.5400,0.0915,0.0493,397.458,0.237,13.607
17.0,0.31,0.5646,0.0866,0.0480,387.018,0.231,12.869
18.2,0.34,0.5863,0.0814,0.0466,375.833,0.224,12.104
19.4,0.36,0.6048,0.0761,0.0451,363.156,0.217,11.321
20.6,0.38,0.6199,0.0707,0.0434,349.733,0.209,10.516
21.8,0.40,0.6310,0.0652,0.0417,335.565,0.200,9.697
23.0,0.43,0.6377,0.0596,0.0397,319.905,0.191,8.856
24.3,0.45,0.6393,0.0539,0.0377,303.500,0.181,8.007
25.5,0.47,0.6348,0.0480,0.0356,286.349,0.171,7.139
26.7,0.49,0.6228,0.0421,0.0333,268.452,0.160,6.259
27.9,0.51,0.6017,0.0361,0.0309,249.064,0.149,5.369
29.1,0.54,0.5689,0.0301,0.0284,228.930,0.137,4.470
30.3,0.56,0.5208,0.0240,0.0258,208.050,0.124,3.567
31.5,0.58,0.4520,0.0179,0.0231,185.679,0.111,2.664
32.8,0.60,0.3542,0.0119,0.0203,163.308,0.098,1.770
34.0,0.63,0.2135,0.0059,0.0175,140.937,0.084,0.885
35.2,0.65,0.0021,0.0000,0.0145,117.075,0.070,0.009
