# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1386,0.0548,186.425,0.148,11.592
0.9,0.02,0.0554,0.1359,0.0548,186.425,0.148,11.361
1.8,0.04,0.1085,0.1329,0.0548,186.425,0.148,11.112
2.7,0.07,0.1592,0.1298,0.0548,186.425,0.148,10.854
3.6,0.09,0.2076,0.1266,0.0546,185.679,0.148,10.587
4.5,0.11,0.2536,0.1232,0.0544,184.934,0.147,10.302
5.5,0.13,0.2973,0.1196,0.0540,183.442,0.146,10.004
6.4,0.16,0.3387,0.1159,0.0536,181.951,0.145,9.693
7.3,0.18,0.3779,0.1120,0.0531,180.459,0.143,9.364
8.2,0.20,0.4146,0.1079,0.0524,178.222,0.142,9.025
9.1,0.22,0.4490,0.1037,0.0517,175.985,0.140,8.670
10.0,0.25,0.4809,0.0993,0.0508,173.002,0.138,8.305
10.9,0.27,0.5103,0.0947,0.0499,169.274,0.135,7.922
11.8,0.29,0.5371,0.0900,0.0488,165.545,0.132,7.526
12.7,0.31,0.5610,0.0851,0.0475,161.817,0.129,7.113
13.6,0.34,0.5819,0.0800,0.0462,156.597,0.125,6.690
14.6,0.36,0.5995,0.0748,0.0447,152.123,0.121,6.259
15.5,0.38,0.6135,0.0695,0.0431,146.157,0.117,5.814
16.4,0.40,0.6235,0.0641,0.0414,140.937,0.112,5.356
17.3,0.43,0.6289,0.0585,0.0396,134.226,0.107,4.893
18.2,0.45,0.6290,0.0529,0.0376,127.515,0.102,4.422
19.1,0.47,0.6230,0.0471,0.0356,120.803,0.096,3.941
20.0,0.49,0.6094,0.0413,0.0334,113.346,0.090,3.456
20.9,0.51,0.5866,0.0354,0.0311,105.889,0.084,2.963
21.8,0.54,0.5521,0.0295,0.0287,97.687,0.078,2.464
22.7,0.56,0.5026,0.0235,0.0262,88.738,0.071,1.966
23.7,0.58,0.4329,0.0175,0.0236,79.790,0.064,1.463
24.6,0.60,0.3355,0.0116,0.0209,70.841,0.056,0.970
25.5,0.63,0.1980,0.0057,0.0181,61.893,0.049,0.480
26.4,0.65,-0.0032,-0.0001,0.0153,52.199,0.041,-0.004
