# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1542,0.0661,2855.285,0.974,70.175
2.2,0.02,0.0529,0.1512,0.0659,2844.099,0.970,68.814
4.4,0.05,0.1042,0.1480,0.0655,2828.440,0.965,67.359
6.6,0.07,0.1538,0.1446,0.0651,2809.797,0.958,65.816
8.8,0.09,0.2016,0.1410,0.0646,2785.935,0.950,64.179
10.9,0.12,0.2477,0.1372,0.0639,2759.090,0.941,62.449
13.1,0.14,0.2919,0.1332,0.0632,2727.024,0.930,60.625
15.3,0.16,0.3340,0.1290,0.0624,2691.977,0.918,58.703
17.5,0.18,0.3736,0.1245,0.0615,2656.183,0.906,56.688
19.7,0.21,0.4106,0.1199,0.0606,2617.407,0.893,54.571
21.9,0.23,0.4448,0.1150,0.0597,2575.647,0.878,52.356
24.1,0.25,0.4763,0.1099,0.0586,2529.414,0.863,50.047
26.3,0.28,0.5046,0.1047,0.0574,2479.452,0.846,47.640
28.4,0.30,0.5295,0.0992,0.0562,2425.016,0.827,45.145
30.6,0.32,0.5506,0.0935,0.0548,2367.597,0.808,42.552
32.8,0.35,0.5674,0.0876,0.0534,2307.195,0.787,39.878
35.0,0.37,0.5791,0.0816,0.0520,2244.557,0.766,37.129
37.2,0.39,0.5851,0.0754,0.0505,2181.918,0.744,34.314
39.4,0.42,0.5847,0.0691,0.0491,2117.788,0.722,31.436
41.6,0.44,0.5769,0.0626,0.0476,2054.403,0.701,28.504
43.8,0.46,0.5606,0.0560,0.0461,1991.764,0.679,25.515
46.0,0.48,0.5349,0.0494,0.0447,1931.363,0.659,22.477
48.1,0.51,0.4987,0.0426,0.0434,1873.198,0.639,19.403
50.3,0.53,0.4513,0.0358,0.0421,1818.016,0.620,16.298
52.5,0.55,0.3919,0.0290,0.0409,1767.309,0.603,13.185
54.7,0.58,0.3205,0.0221,0.0399,1721.075,0.587,10.084
56.9,0.60,0.2377,0.0154,0.0389,1680.062,0.573,7.019
59.1,0.62,0.1442,0.0088,0.0381,1644.268,0.561,4.012
61.3,0.65,0.0408,0.0024,0.0374,1613.695,0.550,1.076
