# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1458,0.0586,1227.422,0.533,40.981
1.7,0.02,0.0547,0.1430,0.0586,1228.168,0.533,40.176
3.3,0.04,0.1071,0.1399,0.0586,1226.676,0.532,39.322
5.0,0.07,0.1574,0.1367,0.0585,1223.693,0.531,38.424
6.7,0.09,0.2055,0.1334,0.0582,1219.219,0.529,37.481
8.4,0.11,0.2514,0.1298,0.0579,1212.508,0.526,36.484
10.0,0.13,0.2952,0.1261,0.0575,1203.560,0.522,35.439
11.7,0.16,0.3370,0.1222,0.0569,1192.374,0.517,34.345
13.4,0.18,0.3766,0.1181,0.0563,1178.206,0.512,33.202
15.0,0.20,0.4140,0.1139,0.0555,1162.546,0.505,32.001
16.7,0.22,0.4493,0.1094,0.0546,1143.904,0.496,30.755
18.4,0.25,0.4824,0.1048,0.0536,1122.278,0.487,29.456
20.0,0.27,0.5131,0.1000,0.0524,1098.416,0.477,28.104
21.7,0.29,0.5414,0.0950,0.0512,1071.571,0.465,26.703
23.4,0.31,0.5672,0.0899,0.0497,1041.743,0.452,25.253
25.1,0.34,0.5901,0.0845,0.0482,1008.932,0.438,23.754
26.7,0.36,0.6100,0.0791,0.0465,973.884,0.423,22.214
28.4,0.38,0.6266,0.0734,0.0447,935.853,0.406,20.640
30.1,0.40,0.6393,0.0677,0.0428,894.840,0.389,19.029
31.7,0.43,0.6477,0.0619,0.0407,852.335,0.370,17.388
33.4,0.45,0.6510,0.0559,0.0385,806.847,0.350,15.711
35.1,0.47,0.6482,0.0499,0.0362,758.377,0.329,14.012
36.8,0.49,0.6377,0.0437,0.0338,707.669,0.307,12.282
38.4,0.52,0.6177,0.0375,0.0313,655.470,0.284,10.533
40.1,0.54,0.5854,0.0312,0.0287,600.288,0.261,8.767
41.8,0.56,0.5367,0.0249,0.0260,543.615,0.236,6.988
43.4,0.58,0.4657,0.0185,0.0232,486.196,0.211,5.209
45.1,0.61,0.3634,0.0122,0.0204,427.286,0.185,3.438
46.8,0.63,0.2152,0.0060,0.0176,367.630,0.160,1.690
48.5,0.65,-0.0071,-0.0002,0.0147,307.974,0.134,-0.044
