# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1360,0.0558,0.746,0.004,0.316
0.2,0.02,0.0540,0.1332,0.0558,0.746,0.004,0.311
0.3,0.05,0.1057,0.1302,0.0558,0.746,0.004,0.302
0.5,0.07,0.1549,0.1271,0.0558,0.746,0.004,0.294
0.6,0.09,0.2019,0.1239,0.0556,0.746,0.004,0.289
0.8,0.11,0.2464,0.1205,0.0554,0.746,0.004,0.280
0.9,0.14,0.2885,0.1169,0.0551,0.746,0.004,0.271
1.1,0.16,0.3283,0.1132,0.0547,0.746,0.004,0.262
1.2,0.18,0.3655,0.1093,0.0542,0.746,0.004,0.254
1.4,0.20,0.4003,0.1052,0.0536,0.746,0.004,0.245
1.5,0.23,0.4324,0.1010,0.0529,0.746,0.004,0.236
1.7,0.25,0.4618,0.0966,0.0521,0.746,0.004,0.222
1.8,0.27,0.4884,0.0920,0.0512,0.746,0.004,0.214
2.0,0.29,0.5119,0.0873,0.0502,0.746,0.004,0.205
2.1,0.32,0.5322,0.0823,0.0491,0.746,0.004,0.191
2.3,0.34,0.5489,0.0773,0.0478,0.746,0.004,0.178
2.5,0.36,0.5617,0.0721,0.0465,0.746,0.004,0.169
2.6,0.39,0.5704,0.0667,0.0450,0.746,0.003,0.156
2.8,0.41,0.5742,0.0613,0.0435,0.746,0.003,0.142
2.9,0.43,0.5728,0.0557,0.0419,0.746,0.003,0.129
3.1,0.45,0.5652,0.0501,0.0401,0.746,0.003,0.116
3.2,0.48,0.5506,0.0443,0.0383,0.746,0.003,0.102
3.4,0.50,0.5276,0.0384,0.0363,0.746,0.003,0.089
3.5,0.52,0.4946,0.0325,0.0343,0.746,0.003,0.076
3.7,0.54,0.4495,0.0266,0.0321,0.746,0.002,0.062
3.8,0.57,0.3895,0.0206,0.0299,0.746,0.002,0.049
4.0,0.59,0.3112,0.0146,0.0276,0.746,0.002,0.036
4.1,0.61,0.2096,0.0086,0.0252,0.746,0.002,0.022
4.3,0.63,0.0776,0.0028,0.0228,0.000,0.002,0.004
