# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1430,0.0570,768.071,0.386,29.977
1.4,0.02,0.0551,0.1402,0.0570,768.817,0.386,29.385
2.9,0.04,0.1079,0.1372,0.0570,768.817,0.386,28.753
4.3,0.07,0.1585,0.1340,0.0569,766.579,0.386,28.095
5.8,0.09,0.2068,0.1307,0.0567,764.342,0.384,27.397
7.2,0.11,0.2529,0.1272,0.0564,760.614,0.382,26.667
8.7,0.13,0.2968,0.1236,0.0560,755.394,0.380,25.902
10.1,0.16,0.3385,0.1197,0.0555,748.683,0.376,25.097
11.5,0.18,0.3780,0.1157,0.0549,740.480,0.372,24.256
13.0,0.20,0.4153,0.1115,0.0542,730.786,0.367,23.380
14.4,0.22,0.4504,0.1072,0.0533,719.600,0.362,22.464
15.9,0.25,0.4831,0.1026,0.0524,706.178,0.355,21.516
17.3,0.27,0.5135,0.0979,0.0513,692.009,0.348,20.524
18.7,0.29,0.5413,0.0930,0.0501,675.604,0.340,19.501
20.2,0.31,0.5665,0.0880,0.0487,656.962,0.330,18.438
21.6,0.34,0.5888,0.0827,0.0473,637.573,0.320,17.344
23.1,0.36,0.6080,0.0774,0.0456,615.948,0.309,16.218
24.5,0.38,0.6237,0.0719,0.0439,592.086,0.298,15.066
26.0,0.40,0.6357,0.0663,0.0421,567.478,0.285,13.892
27.4,0.43,0.6433,0.0605,0.0401,540.632,0.272,12.691
28.8,0.45,0.6458,0.0547,0.0380,512.296,0.257,11.468
30.3,0.47,0.6423,0.0488,0.0358,482.468,0.242,10.226
31.7,0.49,0.6314,0.0428,0.0334,450.403,0.226,8.963
33.2,0.52,0.6113,0.0367,0.0309,416.846,0.210,7.687
34.6,0.54,0.5794,0.0305,0.0283,382.544,0.192,6.397
36.1,0.56,0.5319,0.0243,0.0256,346.005,0.174,5.102
37.5,0.58,0.4631,0.0182,0.0228,307.974,0.155,3.803
38.9,0.61,0.3639,0.0120,0.0200,269.198,0.135,2.518
40.4,0.63,0.2190,0.0059,0.0170,229.676,0.115,1.246
41.8,0.65,-0.0032,-0.0001,0.0140,189.408,0.095,-0.013
