# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1369,0.0544,36.539,0.050,3.897
0.5,0.02,0.0560,0.1341,0.0545,36.539,0.050,3.817
1.1,0.05,0.1096,0.1311,0.0545,36.539,0.050,3.732
1.6,0.07,0.1606,0.1280,0.0544,36.539,0.050,3.643
2.2,0.09,0.2093,0.1247,0.0543,36.539,0.050,3.550
2.7,0.11,0.2555,0.1213,0.0540,36.539,0.050,3.452
3.2,0.14,0.2993,0.1177,0.0537,36.539,0.049,3.350
3.8,0.16,0.3406,0.1139,0.0533,35.794,0.049,3.243
4.3,0.18,0.3795,0.1100,0.0528,35.794,0.049,3.127
4.9,0.20,0.4159,0.1059,0.0521,35.048,0.048,3.011
5.4,0.23,0.4497,0.1016,0.0514,34.302,0.047,2.891
5.9,0.25,0.4810,0.0971,0.0506,34.302,0.047,2.762
6.5,0.27,0.5094,0.0925,0.0496,33.556,0.046,2.629
7.0,0.30,0.5350,0.0877,0.0485,32.811,0.045,2.495
7.6,0.32,0.5575,0.0827,0.0473,32.065,0.043,2.353
8.1,0.34,0.5767,0.0776,0.0459,31.319,0.042,2.206
8.6,0.36,0.5922,0.0723,0.0445,29.828,0.041,2.060
9.2,0.39,0.6037,0.0669,0.0429,29.082,0.039,1.904
9.7,0.41,0.6108,0.0614,0.0412,27.591,0.038,1.748
10.3,0.43,0.6127,0.0558,0.0394,26.845,0.036,1.588
10.8,0.46,0.6087,0.0501,0.0375,25.354,0.034,1.428
11.3,0.48,0.5977,0.0443,0.0354,23.862,0.033,1.259
11.9,0.50,0.5782,0.0384,0.0333,22.371,0.031,1.094
12.4,0.52,0.5483,0.0325,0.0310,20.880,0.029,0.925
13.0,0.55,0.5052,0.0265,0.0286,19.388,0.026,0.752
13.5,0.57,0.4452,0.0205,0.0262,17.897,0.024,0.583
14.0,0.59,0.3629,0.0145,0.0236,15.660,0.022,0.414
14.6,0.61,0.2501,0.0085,0.0210,14.168,0.019,0.245
