# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1528,0.0808,348.988,0.256,14.991
1.8,0.04,0.0745,0.1522,0.0826,356.445,0.262,14.933
3.6,0.08,0.1450,0.1515,0.0845,365.393,0.268,14.870
5.3,0.12,0.2112,0.1508,0.0866,374.341,0.275,14.795
7.1,0.16,0.2730,0.1499,0.0887,383.290,0.282,14.706
8.9,0.20,0.3305,0.1488,0.0910,392.984,0.289,14.604
10.7,0.24,0.3837,0.1475,0.0932,402.678,0.296,14.475
12.5,0.28,0.4326,0.1460,0.0955,412.372,0.303,14.323
14.2,0.32,0.4776,0.1441,0.0976,421.320,0.310,14.141
16.0,0.36,0.5188,0.1418,0.0995,429.523,0.316,13.918
17.8,0.40,0.5565,0.1392,0.1011,436.234,0.321,13.656
19.6,0.44,0.5911,0.1360,0.1023,441.454,0.325,13.345
21.4,0.48,0.6229,0.1323,0.1030,445.183,0.327,12.980
23.1,0.53,0.6521,0.1280,0.1031,445.183,0.327,12.557
24.9,0.57,0.6789,0.1231,0.1026,442.946,0.326,12.077
26.7,0.61,0.7036,0.1176,0.1013,437.726,0.321,11.534
28.5,0.65,0.7262,0.1114,0.0992,428.777,0.315,10.934
30.3,0.69,0.7467,0.1047,0.0963,416.101,0.306,10.275
32.0,0.73,0.7649,0.0974,0.0926,400.441,0.294,9.555
33.8,0.77,0.7806,0.0895,0.0881,380.307,0.280,8.785
35.6,0.81,0.7933,0.0813,0.0828,357.936,0.263,7.976
37.4,0.85,0.8025,0.0727,0.0769,331.836,0.244,7.130
39.1,0.89,0.8070,0.0638,0.0703,303.500,0.223,6.263
40.9,0.93,0.8054,0.0548,0.0632,272.926,0.201,5.378
42.7,0.97,0.7950,0.0456,0.0557,240.115,0.177,4.475
44.5,1.01,0.7715,0.0364,0.0476,205.813,0.151,3.567
46.3,1.05,0.7262,0.0271,0.0392,169.274,0.125,2.660
48.0,1.09,0.6404,0.0179,0.0305,131.989,0.097,1.757
49.8,1.13,0.4636,0.0088,0.0216,93.212,0.068,0.867
51.6,1.17,-0.0031,0.0000,0.0125,53.690,0.040,-0.004
