# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1515,0.0846,20.880,0.040,2.197
0.7,0.04,0.0703,0.1508,0.0863,20.880,0.041,2.189
1.4,0.08,0.1368,0.1500,0.0882,21.625,0.041,2.180
2.0,0.12,0.1996,0.1491,0.0901,22.371,0.042,2.166
2.7,0.16,0.2584,0.1481,0.0922,22.371,0.043,2.148
3.4,0.20,0.3133,0.1469,0.0943,23.117,0.044,2.131
4.1,0.24,0.3643,0.1455,0.0964,23.862,0.045,2.113
4.8,0.28,0.4114,0.1438,0.0984,23.862,0.046,2.086
5.4,0.32,0.4548,0.1418,0.1003,24.608,0.047,2.060
6.1,0.36,0.4948,0.1394,0.1020,25.354,0.048,2.024
6.8,0.40,0.5315,0.1366,0.1034,25.354,0.049,1.984
7.5,0.44,0.5652,0.1334,0.1044,25.354,0.049,1.935
8.2,0.48,0.5962,0.1297,0.1049,26.099,0.049,1.882
8.9,0.52,0.6246,0.1254,0.1049,26.099,0.049,1.819
9.5,0.56,0.6506,0.1205,0.1042,25.354,0.049,1.748
10.2,0.60,0.6744,0.1150,0.1029,25.354,0.048,1.668
10.9,0.64,0.6958,0.1090,0.1008,24.608,0.047,1.584
11.6,0.68,0.7148,0.1024,0.0979,23.862,0.046,1.486
12.3,0.72,0.7310,0.0953,0.0943,23.117,0.044,1.383
12.9,0.76,0.7442,0.0876,0.0900,22.371,0.042,1.272
13.6,0.80,0.7536,0.0796,0.0849,20.880,0.040,1.157
14.3,0.84,0.7585,0.0712,0.0793,19.388,0.037,1.032
15.0,0.88,0.7574,0.0626,0.0731,17.897,0.034,0.907
15.7,0.92,0.7486,0.0537,0.0664,16.405,0.031,0.778
16.3,0.97,0.7290,0.0448,0.0593,14.914,0.028,0.649
17.0,1.01,0.6939,0.0358,0.0518,12.677,0.024,0.520
17.7,1.05,0.6348,0.0267,0.0440,11.185,0.021,0.387
18.4,1.09,0.5351,0.0177,0.0359,8.948,0.017,0.258
19.1,1.13,0.3582,0.0088,0.0276,6.711,0.013,0.129
19.7,1.17,0.0025,0.0000,0.0191,4.474,0.009,0.000
