# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1534,0.0808,650.250,0.388,22.797
2.2,0.04,0.0748,0.1528,0.0826,665.164,0.397,22.717
4.4,0.08,0.1456,0.1522,0.0845,680.824,0.406,22.633
6.6,0.12,0.2121,0.1516,0.0866,697.975,0.417,22.530
8.8,0.16,0.2743,0.1507,0.0889,715.872,0.427,22.406
11.0,0.20,0.3320,0.1498,0.0912,734.514,0.438,22.259
13.1,0.24,0.3854,0.1486,0.0935,753.157,0.449,22.081
15.3,0.28,0.4346,0.1471,0.0958,771.054,0.460,21.867
17.5,0.32,0.4797,0.1453,0.0980,788.950,0.471,21.601
19.7,0.36,0.5211,0.1432,0.0999,805.356,0.480,21.280
21.9,0.40,0.5590,0.1406,0.1016,818.778,0.489,20.893
24.1,0.44,0.5937,0.1375,0.1029,829.218,0.495,20.431
26.3,0.49,0.6256,0.1338,0.1037,835.930,0.499,19.888
28.5,0.53,0.6549,0.1296,0.1040,837.421,0.500,19.256
30.7,0.57,0.6820,0.1247,0.1035,832.947,0.497,18.531
32.9,0.61,0.7069,0.1192,0.1022,823.253,0.491,17.713
35.0,0.65,0.7298,0.1130,0.1002,806.847,0.481,16.796
37.2,0.69,0.7507,0.1062,0.0973,782.985,0.468,15.791
39.4,0.73,0.7694,0.0989,0.0935,753.157,0.450,14.697
41.6,0.77,0.7858,0.0910,0.0889,715.872,0.427,13.518
43.8,0.81,0.7994,0.0826,0.0835,672.621,0.402,12.277
46.0,0.85,0.8096,0.0739,0.0775,624.151,0.372,10.983
48.2,0.89,0.8156,0.0649,0.0708,569.715,0.340,9.648
50.4,0.93,0.8158,0.0557,0.0635,511.550,0.305,8.283
52.6,0.97,0.8078,0.0464,0.0557,448.911,0.268,6.899
54.8,1.01,0.7873,0.0370,0.0475,382.544,0.228,5.502
57.0,1.05,0.7460,0.0276,0.0389,313.194,0.187,4.101
59.1,1.09,0.6650,0.0182,0.0299,240.861,0.144,2.709
61.3,1.13,0.4913,0.0090,0.0207,167.037,0.100,1.334
63.5,1.17,-0.0039,0.0000,0.0113,91.721,0.055,-0.004
