# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1548,0.0826,1729.278,0.751,43.495
3.0,0.04,0.0739,0.1544,0.0844,1766.563,0.767,43.388
6.0,0.08,0.1440,0.1540,0.0863,1807.576,0.785,43.272
9.0,0.12,0.2101,0.1535,0.0885,1852.318,0.804,43.134
12.0,0.16,0.2720,0.1529,0.0908,1900.043,0.825,42.965
15.0,0.20,0.3298,0.1522,0.0931,1950.005,0.846,42.761
18.0,0.24,0.3833,0.1512,0.0956,2001.458,0.869,42.503
21.1,0.28,0.4326,0.1501,0.0980,2052.166,0.891,42.174
24.1,0.32,0.4780,0.1486,0.1004,2102.128,0.912,41.755
27.1,0.36,0.5196,0.1467,0.1026,2148.361,0.932,41.235
30.1,0.40,0.5578,0.1444,0.1045,2188.629,0.950,40.586
33.1,0.44,0.5928,0.1416,0.1061,2220.694,0.964,39.785
36.1,0.48,0.6249,0.1382,0.1071,2242.320,0.973,38.824
39.1,0.52,0.6545,0.1341,0.1075,2251.268,0.977,37.685
42.1,0.57,0.6819,0.1294,0.1072,2244.557,0.974,36.351
45.1,0.61,0.7073,0.1239,0.1061,2220.694,0.964,34.821
48.1,0.65,0.7309,0.1178,0.1041,2178.935,0.946,33.095
51.1,0.69,0.7526,0.1109,0.1012,2117.788,0.919,31.178
54.1,0.73,0.7724,0.1035,0.0973,2037.998,0.885,29.074
57.1,0.77,0.7901,0.0953,0.0926,1938.074,0.841,26.792
60.2,0.81,0.8054,0.0867,0.0869,1820.253,0.790,24.367
63.2,0.85,0.8178,0.0777,0.0805,1686.027,0.732,21.832
66.2,0.89,0.8265,0.0683,0.0734,1537.633,0.668,19.207
69.2,0.93,0.8302,0.0588,0.0657,1375.816,0.597,16.516
72.2,0.97,0.8266,0.0490,0.0574,1202.814,0.522,13.772
75.2,1.01,0.8118,0.0391,0.0487,1018.626,0.442,11.000
78.2,1.05,0.7777,0.0292,0.0394,825.490,0.358,8.211
81.2,1.09,0.7051,0.0193,0.0299,625.642,0.272,5.431
84.2,1.13,0.5369,0.0095,0.0201,420.575,0.183,2.682
87.2,1.17,-0.0043,0.0000,0.0102,214.016,0.093,-0.009
