# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1518,0.0827,55.927,0.076,4.319
1.0,0.04,0.0721,0.1511,0.0845,56.673,0.078,4.301
1.9,0.08,0.1404,0.1504,0.0864,58.165,0.079,4.279
2.9,0.12,0.2046,0.1495,0.0883,59.656,0.081,4.252
3.8,0.16,0.2648,0.1485,0.0904,61.147,0.083,4.226
4.8,0.20,0.3207,0.1473,0.0926,62.639,0.085,4.190
5.7,0.24,0.3726,0.1459,0.0947,64.130,0.087,4.150
6.7,0.28,0.4205,0.1443,0.0968,65.622,0.089,4.106
7.6,0.32,0.4646,0.1423,0.0987,66.367,0.091,4.048
8.6,0.36,0.5051,0.1399,0.1005,67.859,0.092,3.981
9.6,0.40,0.5422,0.1372,0.1020,68.604,0.094,3.901
10.5,0.44,0.5763,0.1339,0.1030,69.350,0.095,3.812
11.5,0.48,0.6076,0.1302,0.1036,70.096,0.095,3.705
12.4,0.52,0.6363,0.1259,0.1036,70.096,0.095,3.581
13.4,0.56,0.6626,0.1210,0.1030,69.350,0.095,3.443
14.3,0.60,0.6867,0.1155,0.1017,68.604,0.094,3.287
15.3,0.64,0.7085,0.1094,0.0996,67.113,0.092,3.114
16.2,0.69,0.7280,0.1028,0.0967,64.876,0.089,2.922
17.2,0.73,0.7449,0.0956,0.0931,62.639,0.086,2.718
18.2,0.77,0.7590,0.0879,0.0887,59.656,0.082,2.500
19.1,0.81,0.7695,0.0798,0.0836,56.673,0.077,2.269
20.1,0.85,0.7759,0.0713,0.0778,52.199,0.072,2.028
21.0,0.89,0.7767,0.0627,0.0715,48.470,0.066,1.784
22.0,0.93,0.7703,0.0538,0.0648,43.996,0.060,1.530
22.9,0.97,0.7539,0.0448,0.0575,38.776,0.053,1.277
23.9,1.01,0.7225,0.0358,0.0499,33.556,0.046,1.019
24.8,1.05,0.6677,0.0267,0.0419,28.337,0.039,0.761
25.8,1.09,0.5718,0.0177,0.0336,22.371,0.031,0.503
26.8,1.13,0.3931,0.0088,0.0251,17.151,0.023,0.249
27.7,1.17,0.0022,0.0000,0.0165,11.185,0.015,0.000
