# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1536,0.0809,781.493,0.439,25.773
2.3,0.04,0.0748,0.1531,0.0827,798.645,0.449,25.688
4.7,0.08,0.1456,0.1525,0.0847,818.033,0.459,25.591
7.0,0.12,0.2122,0.1518,0.0868,838.167,0.471,25.479
9.3,0.16,0.2744,0.1511,0.0890,859.792,0.483,25.350
11.6,0.20,0.3322,0.1501,0.0913,882.163,0.496,25.190
14.0,0.24,0.3857,0.1490,0.0937,905.280,0.508,24.995
16.3,0.28,0.4349,0.1475,0.0960,927.651,0.521,24.754
18.6,0.32,0.4800,0.1458,0.0982,948.530,0.533,24.465
20.9,0.36,0.5214,0.1437,0.1002,967.918,0.544,24.105
23.3,0.40,0.5594,0.1411,0.1020,985.070,0.553,23.673
25.6,0.44,0.5941,0.1380,0.1033,997.746,0.561,23.162
27.9,0.49,0.6260,0.1344,0.1041,1005.949,0.565,22.552
30.3,0.53,0.6554,0.1302,0.1044,1008.186,0.566,21.841
32.6,0.57,0.6825,0.1253,0.1039,1003.712,0.564,21.027
34.9,0.61,0.7075,0.1198,0.1027,991.781,0.557,20.102
37.2,0.65,0.7306,0.1136,0.1006,971.647,0.546,19.070
39.6,0.69,0.7516,0.1069,0.0977,944.056,0.530,17.931
41.9,0.73,0.7704,0.0995,0.0939,907.517,0.510,16.694
44.2,0.77,0.7870,0.0915,0.0893,862.775,0.485,15.360
46.5,0.81,0.8009,0.0831,0.0839,810.576,0.455,13.950
48.9,0.85,0.8115,0.0744,0.0778,751.665,0.422,12.477
51.2,0.89,0.8179,0.0653,0.0710,686.044,0.386,10.965
53.5,0.93,0.8187,0.0561,0.0637,615.202,0.346,9.417
55.9,0.97,0.8114,0.0467,0.0559,539.887,0.303,7.842
58.2,1.01,0.7920,0.0373,0.0476,459.351,0.258,6.254
60.5,1.05,0.7519,0.0278,0.0388,375.087,0.211,4.662
62.8,1.09,0.6725,0.0184,0.0298,287.840,0.162,3.083
65.2,1.13,0.5000,0.0091,0.0205,197.610,0.111,1.521
67.5,1.17,-0.0042,0.0000,0.0110,106.635,0.060,-0.004
