# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1524,0.0811,212.524,0.184,10.707
1.5,0.04,0.0740,0.1518,0.0828,216.999,0.188,10.667
3.0,0.08,0.1440,0.1511,0.0848,221.473,0.193,10.618
4.5,0.12,0.2099,0.1503,0.0868,227.438,0.197,10.560
6.0,0.16,0.2714,0.1494,0.0890,232.658,0.202,10.493
7.5,0.20,0.3285,0.1483,0.0912,238.624,0.207,10.418
9.0,0.24,0.3814,0.1469,0.0934,244.590,0.212,10.324
10.5,0.28,0.4301,0.1453,0.0956,249.809,0.217,10.209
12.0,0.32,0.4749,0.1434,0.0976,255.775,0.222,10.075
13.5,0.36,0.5159,0.1411,0.0994,260.249,0.226,9.915
15.0,0.40,0.5536,0.1384,0.1010,263.978,0.229,9.724
16.6,0.44,0.5880,0.1352,0.1022,267.706,0.232,9.497
18.1,0.48,0.6197,0.1314,0.1028,269.198,0.234,9.235
19.6,0.53,0.6487,0.1271,0.1029,269.198,0.234,8.932
21.1,0.57,0.6754,0.1222,0.1024,267.706,0.233,8.590
22.6,0.61,0.7000,0.1167,0.1010,264.723,0.230,8.198
24.1,0.65,0.7223,0.1106,0.0990,258.758,0.225,7.771
25.6,0.69,0.7425,0.1039,0.0961,251.301,0.218,7.300
27.1,0.73,0.7603,0.0966,0.0924,241.607,0.210,6.788
28.6,0.77,0.7755,0.0888,0.0879,230.421,0.200,6.241
30.1,0.81,0.7876,0.0806,0.0827,216.253,0.188,5.663
31.6,0.85,0.7960,0.0721,0.0768,201.339,0.175,5.067
33.1,0.89,0.7995,0.0633,0.0704,184.188,0.160,4.448
34.6,0.93,0.7965,0.0543,0.0634,165.545,0.144,3.817
36.1,0.97,0.7844,0.0452,0.0559,146.157,0.127,3.180
37.6,1.01,0.7586,0.0361,0.0480,126.023,0.109,2.535
39.1,1.05,0.7104,0.0269,0.0398,104.398,0.090,1.890
40.6,1.09,0.6214,0.0178,0.0312,81.281,0.071,1.250
42.1,1.13,0.4431,0.0088,0.0224,58.910,0.051,0.618
43.6,1.17,-0.0021,0.0000,0.0134,35.048,0.031,0.000
