# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1523,0.0813,159.580,0.153,8.839
1.4,0.04,0.0737,0.1516,0.0831,163.308,0.156,8.803
2.7,0.08,0.1434,0.1509,0.0850,167.037,0.160,8.763
4.1,0.12,0.2089,0.1501,0.0870,171.511,0.163,8.714
5.5,0.16,0.2702,0.1491,0.0892,175.239,0.167,8.661
6.8,0.20,0.3271,0.1480,0.0914,179.714,0.172,8.594
8.2,0.24,0.3798,0.1467,0.0936,184.188,0.176,8.514
9.6,0.28,0.4284,0.1450,0.0957,187.916,0.180,8.420
10.9,0.32,0.4730,0.1431,0.0977,192.391,0.183,8.309
12.3,0.36,0.5140,0.1408,0.0996,196.119,0.187,8.176
13.7,0.40,0.5515,0.1381,0.1011,199.102,0.190,8.016
15.0,0.44,0.5859,0.1348,0.1022,201.339,0.192,7.829
16.4,0.48,0.6175,0.1311,0.1029,202.085,0.193,7.611
17.8,0.53,0.6465,0.1268,0.1029,202.085,0.193,7.362
19.1,0.57,0.6731,0.1219,0.1024,201.339,0.192,7.077
20.5,0.61,0.6975,0.1164,0.1010,198.356,0.190,6.757
21.9,0.65,0.7198,0.1102,0.0990,194.628,0.186,6.401
23.3,0.69,0.7398,0.1036,0.0961,188.662,0.180,6.014
24.6,0.73,0.7574,0.0963,0.0924,181.951,0.174,5.591
26.0,0.77,0.7724,0.0885,0.0879,173.002,0.165,5.142
27.4,0.81,0.7842,0.0803,0.0828,162.563,0.155,4.666
28.7,0.85,0.7921,0.0718,0.0769,151.377,0.144,4.172
30.1,0.89,0.7950,0.0631,0.0705,138.700,0.132,3.665
31.5,0.93,0.7912,0.0542,0.0636,125.278,0.119,3.145
32.8,0.97,0.7782,0.0451,0.0562,110.364,0.105,2.620
34.2,1.01,0.7512,0.0360,0.0483,94.704,0.091,2.086
35.6,1.05,0.7015,0.0268,0.0401,79.044,0.075,1.557
36.9,1.09,0.6107,0.0177,0.0316,61.893,0.059,1.028
38.3,1.13,0.4319,0.0088,0.0229,44.742,0.043,0.507
39.7,1.17,-0.0014,0.0000,0.0140,27.591,0.026,0.000
