# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1532,0.0807,535.413,0.341,20.008
2.1,0.04,0.0748,0.1526,0.0825,547.344,0.349,19.937
4.1,0.08,0.1455,0.1520,0.0845,560.766,0.357,19.857
6.2,0.12,0.2119,0.1513,0.0866,574.189,0.366,19.763
8.2,0.16,0.2740,0.1504,0.0888,589.103,0.375,19.652
10.3,0.20,0.3317,0.1494,0.0911,604.017,0.385,19.523
12.3,0.24,0.3850,0.1482,0.0934,619.677,0.394,19.359
14.4,0.28,0.4341,0.1467,0.0956,634.591,0.404,19.167
16.4,0.32,0.4792,0.1449,0.0978,648.759,0.413,18.927
18.5,0.36,0.5206,0.1427,0.0997,662.181,0.421,18.642
20.5,0.40,0.5584,0.1401,0.1014,672.621,0.428,18.296
22.6,0.44,0.5931,0.1369,0.1027,681.570,0.434,17.886
24.6,0.49,0.6249,0.1333,0.1034,686.044,0.437,17.410
26.7,0.53,0.6542,0.1290,0.1036,687.535,0.438,16.850
28.7,0.57,0.6812,0.1241,0.1031,684.552,0.436,16.214
30.8,0.61,0.7061,0.1186,0.1018,675.604,0.430,15.493
32.9,0.65,0.7289,0.1124,0.0998,662.181,0.422,14.688
34.9,0.69,0.7496,0.1057,0.0969,642.793,0.409,13.807
37.0,0.73,0.7682,0.0983,0.0931,618.185,0.394,12.846
39.0,0.77,0.7843,0.0904,0.0886,587.611,0.374,11.814
41.1,0.81,0.7976,0.0821,0.0832,552.564,0.352,10.725
43.1,0.85,0.8075,0.0734,0.0772,512.296,0.326,9.595
45.2,0.89,0.8130,0.0645,0.0706,468.300,0.298,8.425
47.2,0.93,0.8126,0.0554,0.0634,420.575,0.268,7.233
49.3,0.97,0.8039,0.0461,0.0557,369.121,0.235,6.023
51.3,1.01,0.7824,0.0368,0.0475,315.431,0.201,4.804
53.4,1.05,0.7398,0.0274,0.0389,258.758,0.165,3.581
55.4,1.09,0.6572,0.0181,0.0301,199.848,0.127,2.366
57.5,1.13,0.4824,0.0089,0.0210,138.700,0.089,1.165
59.6,1.17,-0.0037,0.0000,0.0117,77.553,0.049,-0.004
