# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1526,0.0809,275.163,0.219,12.757
1.6,0.04,0.0743,0.1520,0.0827,281.129,0.223,12.709
3.3,0.08,0.1446,0.1513,0.0846,287.094,0.229,12.651
4.9,0.12,0.2106,0.1505,0.0867,294.551,0.234,12.588
6.6,0.16,0.2723,0.1496,0.0888,302.008,0.240,12.508
8.2,0.20,0.3296,0.1485,0.0910,309.465,0.246,12.419
9.9,0.24,0.3827,0.1472,0.0933,316.922,0.252,12.308
11.5,0.28,0.4315,0.1456,0.0955,324.379,0.258,12.179
13.1,0.32,0.4764,0.1437,0.0975,331.091,0.264,12.019
14.8,0.36,0.5175,0.1415,0.0994,337.802,0.269,11.828
16.4,0.40,0.5552,0.1388,0.1010,343.022,0.273,11.601
18.1,0.44,0.5897,0.1356,0.1022,347.496,0.276,11.334
19.7,0.48,0.6214,0.1318,0.1029,349.733,0.278,11.023
21.4,0.53,0.6506,0.1275,0.1030,349.733,0.279,10.662
23.0,0.57,0.6774,0.1226,0.1024,348.242,0.277,10.253
24.6,0.61,0.7020,0.1171,0.1011,343.768,0.273,9.791
26.3,0.65,0.7245,0.1110,0.0991,336.311,0.268,9.279
27.9,0.69,0.7448,0.1043,0.0962,326.617,0.260,8.719
29.6,0.73,0.7628,0.0970,0.0925,313.940,0.250,8.109
31.2,0.77,0.7782,0.0892,0.0880,299.026,0.238,7.455
32.8,0.81,0.7907,0.0809,0.0827,281.129,0.224,6.766
34.5,0.85,0.7994,0.0724,0.0768,260.995,0.208,6.050
36.1,0.89,0.8035,0.0635,0.0703,238.624,0.190,5.316
37.8,0.93,0.8012,0.0545,0.0633,214.762,0.171,4.559
39.4,0.97,0.7900,0.0454,0.0558,189.408,0.151,3.799
41.1,1.01,0.7653,0.0362,0.0478,162.563,0.129,3.029
42.7,1.05,0.7186,0.0270,0.0395,134.226,0.107,2.255
44.3,1.09,0.6312,0.0178,0.0308,104.398,0.083,1.490
46.0,1.13,0.4536,0.0088,0.0220,74.570,0.059,0.734
47.6,1.17,-0.0026,0.0000,0.0129,43.996,0.035,-0.004
