# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1550,0.0838,2003.696,0.832,47.609
3.1,0.04,0.0729,0.1546,0.0855,2046.200,0.850,47.503
6.3,0.08,0.1423,0.1543,0.0875,2092.434,0.869,47.382
9.4,0.12,0.2078,0.1538,0.0896,2143.141,0.890,47.245
12.6,0.16,0.2693,0.1533,0.0918,2196.832,0.912,47.076
15.7,0.20,0.3268,0.1526,0.0942,2253.505,0.936,46.866
18.9,0.24,0.3801,0.1517,0.0966,2310.924,0.960,46.604
22.0,0.28,0.4295,0.1506,0.0990,2369.088,0.984,46.266
25.1,0.32,0.4750,0.1492,0.1014,2425.762,1.007,45.834
28.3,0.36,0.5168,0.1474,0.1036,2477.961,1.029,45.287
31.4,0.40,0.5552,0.1452,0.1055,2524.194,1.048,44.602
34.6,0.44,0.5905,0.1424,0.1070,2560.733,1.063,43.753
37.7,0.48,0.6230,0.1391,0.1081,2585.341,1.074,42.725
40.9,0.52,0.6530,0.1351,0.1085,2595.781,1.078,41.493
44.0,0.56,0.6807,0.1304,0.1082,2588.324,1.075,40.052
47.1,0.61,0.7063,0.1250,0.1071,2561.479,1.064,38.388
50.3,0.65,0.7301,0.1189,0.1051,2513.754,1.044,36.507
53.4,0.69,0.7520,0.1120,0.1022,2444.404,1.015,34.411
56.6,0.73,0.7720,0.1045,0.0983,2351.937,0.977,32.107
59.7,0.77,0.7899,0.0964,0.0935,2237.845,0.929,29.607
62.8,0.81,0.8056,0.0877,0.0878,2101.382,0.873,26.943
66.0,0.85,0.8184,0.0786,0.0814,1947.022,0.808,24.149
69.1,0.89,0.8276,0.0692,0.0742,1775.511,0.737,21.258
72.3,0.93,0.8318,0.0595,0.0664,1589.086,0.660,18.287
75.4,0.97,0.8288,0.0497,0.0580,1388.493,0.577,15.262
78.6,1.01,0.8143,0.0397,0.0492,1176.714,0.488,12.197
81.7,1.05,0.7799,0.0297,0.0399,954.496,0.396,9.114
84.8,1.09,0.7058,0.0196,0.0303,724.820,0.301,6.032
88.0,1.13,0.5337,0.0097,0.0206,491.416,0.204,2.985
91.1,1.17,-0.0038,0.0000,0.0108,257.266,0.107,-0.009
