# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1521,0.0817,117.075,0.124,7.153
1.2,0.04,0.0733,0.1515,0.0834,119.312,0.127,7.122
2.5,0.08,0.1426,0.1507,0.0853,122.295,0.130,7.090
3.7,0.12,0.2078,0.1499,0.0874,125.278,0.133,7.050
4.9,0.16,0.2687,0.1489,0.0895,128.260,0.136,7.006
6.2,0.20,0.3254,0.1478,0.0916,131.243,0.139,6.953
7.4,0.24,0.3779,0.1464,0.0938,134.226,0.143,6.886
8.6,0.28,0.4263,0.1448,0.0960,137.209,0.146,6.810
9.8,0.32,0.4708,0.1428,0.0980,140.192,0.149,6.717
11.1,0.36,0.5116,0.1405,0.0998,143.174,0.152,6.606
12.3,0.40,0.5490,0.1377,0.1013,145.411,0.154,6.477
13.5,0.44,0.5834,0.1345,0.1024,146.903,0.156,6.325
14.8,0.48,0.6148,0.1308,0.1030,147.649,0.157,6.147
16.0,0.52,0.6438,0.1264,0.1031,147.649,0.157,5.947
17.2,0.57,0.6703,0.1215,0.1025,146.903,0.156,5.716
18.5,0.61,0.6946,0.1160,0.1011,144.666,0.154,5.458
19.7,0.65,0.7167,0.1099,0.0990,141.683,0.151,5.169
20.9,0.69,0.7366,0.1033,0.0962,137.954,0.146,4.857
22.1,0.73,0.7540,0.0960,0.0925,132.735,0.141,4.515
23.4,0.77,0.7687,0.0883,0.0881,126.023,0.134,4.150
24.6,0.81,0.7801,0.0801,0.0829,118.566,0.126,3.768
25.8,0.85,0.7875,0.0716,0.0771,110.364,0.117,3.367
27.1,0.89,0.7898,0.0629,0.0707,101.415,0.108,2.958
28.3,0.93,0.7853,0.0540,0.0639,91.721,0.097,2.540
29.5,0.97,0.7712,0.0450,0.0565,81.281,0.086,2.117
30.8,1.01,0.7428,0.0359,0.0487,70.096,0.074,1.686
32.0,1.05,0.6916,0.0268,0.0406,58.165,0.062,1.259
33.2,1.09,0.5991,0.0177,0.0322,46.233,0.049,0.832
34.4,1.13,0.4200,0.0087,0.0235,33.556,0.036,0.409
35.7,1.17,-0.0005,0.0000,0.0147,20.880,0.022,0.000
