# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1511,0.0883,4.474,0.015,0.787
0.4,0.04,0.0668,0.1504,0.0900,4.474,0.015,0.787
0.8,0.08,0.1304,0.1496,0.0918,5.220,0.015,0.783
1.2,0.12,0.1904,0.1487,0.0937,5.220,0.016,0.778
1.6,0.16,0.2469,0.1476,0.0957,5.220,0.016,0.770
2.0,0.20,0.2997,0.1464,0.0977,5.220,0.016,0.765
2.4,0.24,0.3489,0.1449,0.0998,5.220,0.017,0.756
2.8,0.28,0.3945,0.1432,0.1017,5.220,0.017,0.747
3.3,0.32,0.4368,0.1412,0.1035,5.220,0.018,0.738
3.7,0.36,0.4757,0.1389,0.1051,5.220,0.018,0.725
4.1,0.40,0.5116,0.1361,0.1065,5.966,0.018,0.712
4.5,0.44,0.5447,0.1329,0.1074,5.966,0.018,0.694
4.9,0.48,0.5751,0.1291,0.1078,5.966,0.018,0.676
5.3,0.52,0.6030,0.1249,0.1078,5.966,0.018,0.654
5.7,0.56,0.6285,0.1201,0.1070,5.966,0.018,0.627
6.1,0.60,0.6516,0.1147,0.1056,5.966,0.018,0.601
6.5,0.64,0.6724,0.1087,0.1035,5.220,0.018,0.569
6.9,0.68,0.6906,0.1022,0.1007,5.220,0.017,0.534
7.3,0.72,0.7059,0.0952,0.0971,5.220,0.016,0.498
7.7,0.76,0.7177,0.0876,0.0928,5.220,0.016,0.458
8.1,0.80,0.7255,0.0796,0.0878,4.474,0.015,0.418
8.5,0.84,0.7281,0.0713,0.0823,4.474,0.014,0.374
8.9,0.88,0.7242,0.0627,0.0763,3.728,0.013,0.329
9.4,0.92,0.7119,0.0540,0.0698,3.728,0.012,0.280
9.8,0.96,0.6880,0.0450,0.0629,2.983,0.011,0.236
10.2,1.00,0.6479,0.0360,0.0556,2.983,0.009,0.187
10.6,1.04,0.5838,0.0270,0.0481,2.237,0.008,0.142
11.0,1.08,0.4812,0.0179,0.0402,2.237,0.007,0.093
11.4,1.12,0.3117,0.0090,0.0322,1.491,0.005,0.049
11.8,1.16,0.0078,0.0002,0.0241,1.491,0.004,0.000
