# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1538,0.0810,929.142,0.493,28.936
2.5,0.04,0.0748,0.1533,0.0828,950.022,0.504,28.847
4.9,0.08,0.1456,0.1528,0.0848,972.393,0.516,28.744
7.4,0.12,0.2122,0.1522,0.0869,997.001,0.529,28.624
9.9,0.16,0.2744,0.1514,0.0892,1023.100,0.543,28.482
12.3,0.20,0.3323,0.1505,0.0915,1049.945,0.557,28.308
14.8,0.24,0.3857,0.1494,0.0939,1076.791,0.571,28.099
17.2,0.28,0.4350,0.1480,0.0963,1103.636,0.586,27.841
19.7,0.32,0.4802,0.1463,0.0985,1129.735,0.599,27.521
22.2,0.36,0.5216,0.1442,0.1006,1152.852,0.612,27.125
24.6,0.40,0.5595,0.1417,0.1023,1173.732,0.623,26.649
27.1,0.44,0.5943,0.1386,0.1037,1189.391,0.631,26.080
29.6,0.48,0.6263,0.1350,0.1046,1199.085,0.636,25.404
32.0,0.53,0.6557,0.1308,0.1048,1202.068,0.638,24.612
34.5,0.57,0.6829,0.1260,0.1044,1196.848,0.635,23.700
37.0,0.61,0.7079,0.1205,0.1032,1183.426,0.628,22.668
39.4,0.65,0.7311,0.1143,0.1011,1159.563,0.615,21.507
41.9,0.69,0.7522,0.1075,0.0982,1126.753,0.598,20.231
44.3,0.73,0.7713,0.1001,0.0945,1083.502,0.575,18.838
46.8,0.77,0.7880,0.0922,0.0898,1029.812,0.546,17.335
49.3,0.81,0.8022,0.0837,0.0843,967.173,0.513,15.747
51.7,0.85,0.8132,0.0749,0.0782,896.331,0.476,14.092
54.2,0.89,0.8200,0.0658,0.0714,818.778,0.434,12.384
56.7,0.93,0.8214,0.0565,0.0640,733.769,0.389,10.636
59.1,0.97,0.8149,0.0471,0.0561,642.793,0.341,8.861
61.6,1.01,0.7963,0.0376,0.0477,546.598,0.290,7.068
64.1,1.05,0.7576,0.0280,0.0389,445.929,0.236,5.271
66.5,1.09,0.6798,0.0185,0.0297,340.785,0.181,3.483
69.0,1.13,0.5086,0.0091,0.0203,232.658,0.124,1.717
71.5,1.17,-0.0044,0.0000,0.0107,123.040,0.065,-0.009
