# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1519,0.0821,82.773,0.099,5.645
1.1,0.04,0.0728,0.1513,0.0839,84.264,0.101,5.623
2.2,0.08,0.1416,0.1506,0.0858,86.501,0.103,5.596
3.3,0.12,0.2064,0.1497,0.0878,88.738,0.106,5.565
4.4,0.16,0.2670,0.1487,0.0899,90.230,0.108,5.525
5.5,0.20,0.3233,0.1476,0.0920,92.467,0.111,5.485
6.6,0.24,0.3756,0.1462,0.0942,94.704,0.113,5.431
7.6,0.28,0.4237,0.1445,0.0963,96.941,0.116,5.369
8.7,0.32,0.4680,0.1425,0.0983,99.178,0.118,5.298
9.8,0.36,0.5087,0.1402,0.1001,100.669,0.120,5.209
10.9,0.40,0.5460,0.1374,0.1015,102.161,0.122,5.107
12.0,0.44,0.5802,0.1342,0.1026,103.652,0.123,4.986
13.1,0.48,0.6116,0.1304,0.1032,103.652,0.124,4.849
14.2,0.52,0.6404,0.1261,0.1033,103.652,0.124,4.688
15.3,0.56,0.6669,0.1212,0.1027,103.652,0.123,4.506
16.4,0.60,0.6911,0.1157,0.1013,102.161,0.122,4.301
17.5,0.65,0.7130,0.1096,0.0992,99.924,0.119,4.075
18.6,0.69,0.7327,0.1030,0.0964,96.941,0.116,3.825
19.7,0.73,0.7499,0.0958,0.0927,93.212,0.111,3.559
20.8,0.77,0.7643,0.0881,0.0883,88.738,0.106,3.274
21.9,0.81,0.7753,0.0799,0.0832,83.518,0.100,2.971
23.0,0.85,0.7822,0.0715,0.0774,77.553,0.093,2.656
24.0,0.89,0.7838,0.0628,0.0711,71.587,0.085,2.331
25.1,0.93,0.7784,0.0539,0.0642,64.876,0.077,2.002
26.2,0.97,0.7632,0.0449,0.0569,57.419,0.068,1.668
27.3,1.01,0.7334,0.0358,0.0492,49.216,0.059,1.330
28.4,1.05,0.6804,0.0267,0.0412,41.759,0.049,0.992
29.5,1.09,0.5863,0.0177,0.0328,32.811,0.039,0.658
30.6,1.13,0.4073,0.0087,0.0243,24.608,0.029,0.325
31.7,1.17,0.0009,0.0000,0.0155,15.660,0.019,0.000
