# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1543,0.0815,1281.112,0.612,35.835
2.7,0.04,0.0746,0.1539,0.0833,1310.195,0.626,35.733
5.5,0.08,0.1453,0.1534,0.0853,1341.514,0.641,35.621
8.2,0.12,0.2118,0.1528,0.0874,1375.071,0.657,35.488
10.9,0.16,0.2741,0.1521,0.0897,1410.864,0.674,35.332
13.7,0.20,0.3319,0.1513,0.0921,1448.895,0.692,35.137
16.4,0.24,0.3854,0.1503,0.0945,1486.926,0.710,34.901
19.2,0.28,0.4346,0.1490,0.0969,1524.956,0.728,34.598
21.9,0.32,0.4799,0.1474,0.0993,1561.496,0.746,34.229
24.6,0.36,0.5213,0.1454,0.1014,1595.052,0.762,33.766
27.4,0.40,0.5593,0.1429,0.1033,1624.134,0.776,33.202
30.1,0.44,0.5941,0.1400,0.1047,1647.251,0.787,32.517
32.8,0.48,0.6261,0.1365,0.1057,1662.165,0.794,31.698
35.6,0.53,0.6556,0.1323,0.1060,1667.385,0.796,30.733
38.3,0.57,0.6829,0.1275,0.1056,1661.419,0.793,29.621
41.0,0.61,0.7081,0.1220,0.1044,1642.777,0.785,28.344
43.8,0.65,0.7314,0.1159,0.1024,1611.457,0.769,26.916
46.5,0.69,0.7528,0.1091,0.0995,1565.224,0.747,25.333
49.3,0.73,0.7723,0.1016,0.0957,1505.568,0.719,23.602
52.0,0.77,0.7895,0.0936,0.0910,1431.744,0.683,21.734
54.7,0.81,0.8042,0.0851,0.0855,1344.497,0.642,19.755
57.5,0.85,0.8159,0.0761,0.0792,1245.319,0.595,17.686
60.2,0.89,0.8236,0.0669,0.0722,1136.447,0.543,15.547
62.9,0.93,0.8261,0.0575,0.0647,1017.880,0.486,13.358
65.7,0.97,0.8211,0.0479,0.0566,890.366,0.425,11.134
68.4,1.01,0.8045,0.0383,0.0480,755.394,0.361,8.883
71.1,1.05,0.7682,0.0285,0.0390,613.711,0.293,6.628
73.9,1.09,0.6937,0.0189,0.0297,466.808,0.223,4.381
76.6,1.13,0.5254,0.0093,0.0200,314.685,0.150,2.162
79.4,1.17,-0.0046,0.0000,0.0102,161.071,0.077,-0.009
