# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1545,0.0819,1490.654,0.678,39.571
2.9,0.04,0.0744,0.1541,0.0837,1524.211,0.693,39.465
5.7,0.08,0.1449,0.1537,0.0857,1560.004,0.709,39.349
8.6,0.12,0.2113,0.1531,0.0878,1599.526,0.727,39.216
11.5,0.16,0.2734,0.1525,0.0901,1640.540,0.746,39.051
14.4,0.20,0.3313,0.1517,0.0925,1684.536,0.766,38.851
17.2,0.24,0.3848,0.1507,0.0949,1728.532,0.786,38.597
20.1,0.28,0.4341,0.1495,0.0974,1773.274,0.806,38.286
23.0,0.32,0.4793,0.1480,0.0997,1816.525,0.826,37.890
25.9,0.36,0.5208,0.1460,0.1019,1856.047,0.844,37.392
28.7,0.40,0.5588,0.1437,0.1038,1890.349,0.860,36.782
31.6,0.44,0.5937,0.1408,0.1053,1917.940,0.872,36.044
34.5,0.48,0.6257,0.1373,0.1063,1936.583,0.881,35.154
37.3,0.53,0.6552,0.1332,0.1067,1943.294,0.884,34.100
40.2,0.57,0.6826,0.1284,0.1064,1936.583,0.881,32.877
43.1,0.61,0.7079,0.1229,0.1052,1915.703,0.871,31.480
46.0,0.65,0.7313,0.1168,0.1032,1879.164,0.855,29.901
48.8,0.69,0.7528,0.1100,0.1003,1826.219,0.830,28.157
51.7,0.73,0.7724,0.1025,0.0965,1756.869,0.799,26.245
54.6,0.77,0.7899,0.0944,0.0917,1670.368,0.760,24.176
57.4,0.81,0.8049,0.0858,0.0861,1568.953,0.713,21.979
60.3,0.85,0.8170,0.0769,0.0798,1453.369,0.661,19.683
63.2,0.89,0.8252,0.0676,0.0728,1325.854,0.603,17.308
66.1,0.93,0.8282,0.0581,0.0652,1186.408,0.540,14.879
68.9,0.97,0.8239,0.0484,0.0570,1037.269,0.472,12.402
71.8,1.01,0.8083,0.0387,0.0483,879.180,0.400,9.902
74.7,1.05,0.7733,0.0288,0.0392,713.635,0.324,7.388
77.6,1.09,0.7002,0.0191,0.0297,540.632,0.246,4.884
80.4,1.13,0.5329,0.0094,0.0200,363.902,0.165,2.411
83.3,1.17,-0.0045,0.0000,0.0101,184.188,0.084,-0.009
