# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1513,0.0861,11.185,0.026,1.406
0.5,0.04,0.0688,0.1506,0.0878,11.185,0.026,1.401
1.1,0.08,0.1342,0.1498,0.0896,11.185,0.027,1.392
1.6,0.12,0.1958,0.1489,0.0916,11.185,0.028,1.383
2.2,0.16,0.2537,0.1479,0.0936,11.931,0.028,1.375
2.7,0.20,0.3077,0.1467,0.0957,11.931,0.029,1.361
3.3,0.24,0.3579,0.1452,0.0977,11.931,0.029,1.348
3.8,0.28,0.4044,0.1435,0.0997,12.677,0.030,1.334
4.3,0.32,0.4474,0.1415,0.1016,12.677,0.031,1.317
4.9,0.36,0.4869,0.1392,0.1032,12.677,0.031,1.294
5.4,0.40,0.5233,0.1364,0.1046,13.423,0.031,1.268
6.0,0.44,0.5568,0.1331,0.1056,13.423,0.032,1.237
6.5,0.48,0.5875,0.1294,0.1061,13.423,0.032,1.201
7.1,0.52,0.6157,0.1251,0.1060,13.423,0.032,1.161
7.6,0.56,0.6415,0.1203,0.1053,13.423,0.032,1.117
8.2,0.60,0.6650,0.1148,0.1040,13.423,0.031,1.068
8.7,0.64,0.6862,0.1088,0.1019,12.677,0.031,1.010
9.2,0.68,0.7048,0.1023,0.0990,12.677,0.030,0.952
9.8,0.72,0.7206,0.0952,0.0954,11.931,0.029,0.885
10.3,0.76,0.7332,0.0876,0.0911,11.185,0.027,0.814
10.9,0.80,0.7419,0.0795,0.0861,11.185,0.026,0.738
11.4,0.84,0.7458,0.0712,0.0805,10.440,0.024,0.663
12.0,0.88,0.7435,0.0626,0.0743,9.694,0.022,0.583
12.5,0.92,0.7331,0.0538,0.0678,8.203,0.020,0.498
13.0,0.96,0.7116,0.0449,0.0607,7.457,0.018,0.418
13.6,1.00,0.6742,0.0358,0.0534,6.711,0.016,0.334
14.1,1.04,0.6126,0.0268,0.0456,5.966,0.014,0.249
14.7,1.08,0.5112,0.0178,0.0377,4.474,0.011,0.165
15.2,1.12,0.3369,0.0088,0.0295,3.728,0.009,0.080
15.8,1.16,0.0042,0.0001,0.0212,2.983,0.006,0.000
