# V, J, eta_p, CT, CP, P, Q, T
3.3,0.04,0.0715,0.1549,0.0873,2373.563,0.944,51.795
6.6,0.08,0.1396,0.1545,0.0892,2425.016,0.965,51.679
9.8,0.12,0.2041,0.1541,0.0913,2481.689,0.987,51.542
13.1,0.16,0.2648,0.1536,0.0935,2542.091,1.011,51.377
16.4,0.20,0.3217,0.1530,0.0958,2605.475,1.037,51.168
19.7,0.24,0.3747,0.1522,0.0982,2670.351,1.063,50.905
22.9,0.28,0.4238,0.1512,0.1006,2735.227,1.088,50.563
26.2,0.32,0.4693,0.1499,0.1030,2798.612,1.114,50.123
29.5,0.36,0.5113,0.1482,0.1051,2856.776,1.137,49.553
32.8,0.40,0.5501,0.1460,0.1070,2908.229,1.157,48.837
36.0,0.44,0.5858,0.1434,0.1085,2948.497,1.173,47.943
39.3,0.48,0.6189,0.1401,0.1095,2975.342,1.184,46.849
42.6,0.52,0.6494,0.1362,0.1098,2985.782,1.188,45.536
45.9,0.56,0.6777,0.1315,0.1095,2976.088,1.184,43.988
49.1,0.60,0.7040,0.1262,0.1083,2944.769,1.172,42.191
52.4,0.64,0.7283,0.1201,0.1063,2889.587,1.150,40.150
55.7,0.69,0.7507,0.1132,0.1033,2809.051,1.118,37.872
59.0,0.73,0.7711,0.1057,0.0995,2703.908,1.076,35.363
62.2,0.77,0.7894,0.0976,0.0946,2572.665,1.024,32.628
65.5,0.81,0.8054,0.0888,0.0889,2416.813,0.962,29.714
68.8,0.85,0.8186,0.0797,0.0824,2239.337,0.891,26.649
72.1,0.89,0.8282,0.0702,0.0751,2042.472,0.813,23.473
75.3,0.93,0.8326,0.0604,0.0673,1828.456,0.728,20.208
78.6,0.97,0.8295,0.0505,0.0588,1599.526,0.636,16.877
81.9,1.01,0.8143,0.0404,0.0499,1357.174,0.540,13.500
85.2,1.05,0.7778,0.0302,0.0407,1105.127,0.440,10.097
88.4,1.09,0.6989,0.0200,0.0311,846.369,0.337,6.690
91.7,1.13,0.5189,0.0099,0.0215,585.374,0.233,3.309
95.0,1.17,-0.0034,0.0000,0.0120,325.871,0.130,-0.013
