# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1437,0.0639,424.303,0.270,18.780
1.6,0.03,0.0683,0.1423,0.0651,431.760,0.275,18.594
3.2,0.06,0.1327,0.1408,0.0663,439.963,0.280,18.389
4.8,0.09,0.1933,0.1390,0.0674,447.420,0.285,18.158
6.3,0.12,0.2500,0.1370,0.0685,454.877,0.289,17.904
7.9,0.16,0.3032,0.1348,0.0695,460.843,0.294,17.615
9.5,0.19,0.3528,0.1324,0.0703,466.808,0.297,17.295
11.1,0.22,0.3992,0.1297,0.0711,471.282,0.300,16.939
12.7,0.25,0.4424,0.1266,0.0716,475.011,0.302,16.543
14.3,0.28,0.4826,0.1233,0.0718,476.502,0.304,16.107
15.9,0.31,0.5202,0.1196,0.0719,477.248,0.304,15.631
17.5,0.34,0.5551,0.1156,0.0716,475.011,0.303,15.106
19.0,0.38,0.5875,0.1113,0.0710,471.282,0.300,14.541
20.6,0.41,0.6176,0.1066,0.0701,465.317,0.296,13.927
22.2,0.44,0.6453,0.1016,0.0689,457.114,0.291,13.269
23.8,0.47,0.6706,0.0962,0.0673,446.674,0.284,12.571
25.4,0.50,0.6936,0.0905,0.0653,433.252,0.276,11.828
27.0,0.53,0.7140,0.0845,0.0629,417.592,0.266,11.040
28.6,0.56,0.7316,0.0782,0.0601,398.949,0.254,10.218
30.2,0.59,0.7462,0.0716,0.0570,378.070,0.241,9.355
31.7,0.62,0.7571,0.0648,0.0535,354.953,0.226,8.465
33.3,0.66,0.7638,0.0578,0.0497,329.599,0.210,7.558
34.9,0.69,0.7650,0.0507,0.0456,302.754,0.193,6.628
36.5,0.72,0.7590,0.0435,0.0412,273.672,0.174,5.685
38.1,0.75,0.7432,0.0362,0.0366,242.352,0.154,4.733
39.7,0.78,0.7129,0.0289,0.0317,210.287,0.134,3.777
41.3,0.81,0.6598,0.0216,0.0265,175.985,0.112,2.816
42.9,0.84,0.5665,0.0143,0.0213,140.937,0.090,1.864
44.4,0.88,0.3913,0.0071,0.0158,105.144,0.067,0.925
46.0,0.91,0.0006,0.0000,0.0102,67.859,0.043,0.000
