# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1405,0.0706,3.728,0.012,0.734
0.3,0.03,0.0601,0.1390,0.0716,3.728,0.012,0.725
0.6,0.06,0.1171,0.1373,0.0726,3.728,0.012,0.716
0.9,0.09,0.1711,0.1354,0.0735,3.728,0.012,0.707
1.3,0.12,0.2220,0.1334,0.0744,3.728,0.013,0.698
1.6,0.15,0.2700,0.1311,0.0751,3.728,0.013,0.685
1.9,0.19,0.3151,0.1286,0.0758,3.728,0.013,0.672
2.2,0.22,0.3574,0.1259,0.0763,3.728,0.013,0.658
2.5,0.25,0.3970,0.1228,0.0766,3.728,0.013,0.641
2.8,0.28,0.4339,0.1195,0.0767,3.728,0.013,0.623
3.1,0.31,0.4683,0.1159,0.0766,3.728,0.013,0.605
3.5,0.34,0.5003,0.1120,0.0762,3.728,0.013,0.587
3.8,0.37,0.5298,0.1078,0.0755,3.728,0.013,0.565
4.1,0.40,0.5568,0.1032,0.0746,3.728,0.013,0.538
4.4,0.43,0.5813,0.0983,0.0733,3.728,0.012,0.516
4.7,0.46,0.6031,0.0932,0.0717,3.728,0.012,0.485
5.0,0.50,0.6220,0.0877,0.0698,3.728,0.012,0.458
5.3,0.53,0.6377,0.0819,0.0676,3.728,0.011,0.427
5.7,0.56,0.6499,0.0759,0.0650,3.728,0.011,0.396
6.0,0.59,0.6579,0.0695,0.0622,2.983,0.011,0.365
6.3,0.62,0.6610,0.0630,0.0590,2.983,0.010,0.329
6.6,0.65,0.6583,0.0563,0.0556,2.983,0.009,0.294
6.9,0.68,0.6484,0.0495,0.0519,2.983,0.009,0.258
7.2,0.71,0.6296,0.0425,0.0481,2.237,0.008,0.222
7.5,0.74,0.5990,0.0355,0.0440,2.237,0.007,0.187
7.9,0.77,0.5528,0.0284,0.0397,2.237,0.007,0.147
8.2,0.80,0.4849,0.0213,0.0353,2.237,0.006,0.111
8.5,0.84,0.3855,0.0142,0.0307,1.491,0.005,0.076
8.8,0.87,0.2375,0.0071,0.0260,1.491,0.004,0.036
9.1,0.90,0.0080,0.0002,0.0212,1.491,0.004,0.000
