# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1413,0.0655,43.996,0.060,4.021
0.8,0.03,0.0663,0.1398,0.0667,44.742,0.061,3.977
1.5,0.06,0.1290,0.1381,0.0678,45.488,0.062,3.932
2.2,0.09,0.1879,0.1363,0.0688,46.233,0.063,3.879
3.0,0.13,0.2432,0.1342,0.0698,46.979,0.064,3.817
3.8,0.16,0.2951,0.1319,0.0707,47.725,0.065,3.754
4.5,0.19,0.3435,0.1293,0.0714,48.470,0.066,3.679
5.2,0.22,0.3888,0.1265,0.0720,48.470,0.066,3.599
6.0,0.25,0.4310,0.1234,0.0724,49.216,0.067,3.510
6.7,0.28,0.4702,0.1199,0.0726,49.216,0.067,3.412
7.5,0.32,0.5067,0.1162,0.0725,49.216,0.067,3.305
8.2,0.35,0.5405,0.1121,0.0722,48.470,0.066,3.189
9.0,0.38,0.5718,0.1077,0.0715,48.470,0.066,3.065
9.7,0.41,0.6005,0.1030,0.0705,47.725,0.065,2.931
10.5,0.44,0.6266,0.0979,0.0692,46.979,0.064,2.785
11.2,0.47,0.6501,0.0925,0.0675,45.488,0.062,2.633
12.0,0.51,0.6709,0.0868,0.0655,43.996,0.060,2.469
12.7,0.54,0.6885,0.0808,0.0631,42.505,0.058,2.300
13.5,0.57,0.7028,0.0744,0.0603,41.013,0.055,2.117
14.2,0.60,0.7132,0.0679,0.0572,38.776,0.053,1.931
15.0,0.63,0.7191,0.0611,0.0538,36.539,0.049,1.739
15.7,0.66,0.7192,0.0542,0.0500,33.556,0.046,1.544
16.5,0.70,0.7123,0.0471,0.0461,31.319,0.042,1.343
17.2,0.73,0.6960,0.0400,0.0418,28.337,0.038,1.139
18.0,0.76,0.6670,0.0328,0.0373,25.354,0.034,0.934
18.7,0.79,0.6194,0.0256,0.0326,22.371,0.030,0.725
19.5,0.82,0.5435,0.0183,0.0277,18.642,0.026,0.520
20.2,0.85,0.4200,0.0112,0.0227,15.660,0.021,0.316
21.0,0.89,0.2066,0.0041,0.0175,11.931,0.016,0.116
