# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1416,0.0650,65.622,0.078,5.262
0.9,0.03,0.0671,0.1401,0.0661,66.367,0.080,5.204
1.7,0.06,0.1304,0.1384,0.0673,67.859,0.081,5.142
2.6,0.10,0.1899,0.1365,0.0683,68.604,0.082,5.071
3.4,0.13,0.2458,0.1344,0.0693,70.096,0.083,4.995
4.3,0.16,0.2981,0.1321,0.0702,70.841,0.084,4.911
5.1,0.19,0.3470,0.1296,0.0710,71.587,0.085,4.813
6.0,0.22,0.3926,0.1267,0.0716,72.333,0.086,4.711
6.9,0.25,0.4351,0.1236,0.0720,72.333,0.087,4.591
7.7,0.29,0.4746,0.1202,0.0722,72.333,0.087,4.466
8.6,0.32,0.5114,0.1164,0.0721,72.333,0.087,4.324
9.4,0.35,0.5454,0.1123,0.0718,72.333,0.086,4.172
10.3,0.38,0.5769,0.1079,0.0711,71.587,0.085,4.008
11.2,0.41,0.6059,0.1031,0.0701,70.841,0.084,3.830
12.0,0.44,0.6323,0.0980,0.0688,69.350,0.083,3.643
12.9,0.48,0.6560,0.0926,0.0671,67.859,0.081,3.443
13.7,0.51,0.6771,0.0869,0.0650,65.622,0.078,3.229
14.6,0.54,0.6951,0.0808,0.0626,63.384,0.075,3.003
15.5,0.57,0.7098,0.0744,0.0598,60.402,0.072,2.767
16.3,0.60,0.7207,0.0678,0.0567,57.419,0.068,2.522
17.2,0.63,0.7271,0.0611,0.0532,53.690,0.064,2.269
18.0,0.67,0.7279,0.0541,0.0495,49.962,0.059,2.011
18.9,0.70,0.7218,0.0470,0.0454,45.488,0.055,1.748
19.7,0.73,0.7063,0.0399,0.0411,41.759,0.049,1.481
20.6,0.76,0.6781,0.0326,0.0366,36.539,0.044,1.210
21.5,0.79,0.6313,0.0254,0.0318,32.065,0.038,0.943
22.3,0.82,0.5553,0.0181,0.0269,26.845,0.032,0.672
23.2,0.86,0.4294,0.0109,0.0218,21.625,0.026,0.405
24.0,0.89,0.2059,0.0038,0.0165,16.405,0.020,0.142
