# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1485,0.0676,1837.404,0.731,49.655
2.5,0.03,0.0667,0.1473,0.0688,1870.961,0.744,49.273
5.1,0.06,0.1300,0.1460,0.0700,1903.772,0.758,48.833
7.6,0.09,0.1897,0.1445,0.0712,1935.837,0.770,48.330
10.1,0.12,0.2461,0.1428,0.0723,1966.411,0.783,47.752
12.7,0.16,0.2990,0.1408,0.0734,1994.747,0.794,47.093
15.2,0.19,0.3488,0.1386,0.0743,2019.355,0.804,46.342
17.7,0.22,0.3955,0.1360,0.0750,2040.235,0.812,45.492
20.3,0.25,0.4391,0.1331,0.0756,2055.149,0.818,44.531
22.8,0.28,0.4800,0.1299,0.0759,2064.097,0.821,43.455
25.3,0.31,0.5183,0.1263,0.0760,2065.589,0.822,42.254
27.9,0.34,0.5540,0.1224,0.0757,2058.877,0.819,40.928
30.4,0.37,0.5874,0.1180,0.0751,2042.472,0.813,39.469
32.9,0.41,0.6185,0.1133,0.0742,2017.118,0.803,37.881
35.5,0.44,0.6475,0.1081,0.0729,1980.579,0.788,36.160
38.0,0.47,0.6743,0.1026,0.0711,1933.600,0.769,34.309
40.5,0.50,0.6989,0.0967,0.0690,1875.435,0.746,32.334
43.1,0.53,0.7213,0.0904,0.0664,1805.339,0.718,30.239
45.6,0.56,0.7413,0.0838,0.0634,1723.312,0.686,28.019
48.1,0.59,0.7587,0.0768,0.0600,1630.100,0.649,25.697
50.7,0.62,0.7730,0.0696,0.0562,1526.448,0.607,23.291
53.2,0.65,0.7835,0.0622,0.0520,1413.101,0.562,20.813
55.7,0.69,0.7893,0.0547,0.0475,1290.806,0.514,18.278
58.3,0.72,0.7886,0.0469,0.0427,1160.309,0.462,15.702
60.8,0.75,0.7786,0.0391,0.0376,1022.355,0.407,13.087
63.3,0.78,0.7546,0.0313,0.0323,877.689,0.349,10.453
65.9,0.81,0.7072,0.0233,0.0268,727.057,0.289,7.811
68.4,0.84,0.6172,0.0155,0.0211,573.443,0.228,5.173
70.9,0.87,0.4356,0.0077,0.0153,416.846,0.166,2.562
73.5,0.90,-0.0026,0.0000,0.0096,260.249,0.103,-0.009
