# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1427,0.0640,216.999,0.173,11.930
1.3,0.03,0.0678,0.1412,0.0651,221.473,0.176,11.810
2.5,0.06,0.1317,0.1396,0.0663,225.201,0.179,11.672
3.8,0.09,0.1917,0.1378,0.0674,228.930,0.182,11.521
5.1,0.12,0.2481,0.1358,0.0684,232.658,0.185,11.356
6.3,0.16,0.3009,0.1336,0.0694,235.641,0.188,11.169
7.6,0.19,0.3502,0.1311,0.0702,238.624,0.190,10.960
8.9,0.22,0.3962,0.1283,0.0709,240.861,0.192,10.729
10.2,0.25,0.4391,0.1253,0.0713,242.352,0.193,10.476
11.4,0.28,0.4791,0.1220,0.0716,243.098,0.194,10.195
12.7,0.31,0.5163,0.1183,0.0716,243.098,0.194,9.888
14.0,0.34,0.5510,0.1143,0.0713,242.352,0.193,9.555
15.2,0.38,0.5831,0.1100,0.0707,240.115,0.191,9.194
16.5,0.41,0.6127,0.1053,0.0698,237.133,0.189,8.803
17.8,0.44,0.6400,0.1003,0.0686,232.658,0.185,8.389
19.0,0.47,0.6649,0.0950,0.0670,227.438,0.181,7.945
20.3,0.50,0.6872,0.0894,0.0650,220.727,0.176,7.473
21.6,0.53,0.7069,0.0834,0.0627,213.270,0.169,6.975
22.9,0.56,0.7237,0.0771,0.0600,203.576,0.162,6.450
24.1,0.59,0.7372,0.0706,0.0569,193.136,0.154,5.903
25.4,0.62,0.7470,0.0639,0.0535,181.951,0.145,5.342
26.7,0.66,0.7521,0.0570,0.0498,169.274,0.135,4.768
27.9,0.69,0.7514,0.0500,0.0457,155.106,0.124,4.181
29.2,0.72,0.7432,0.0429,0.0415,140.937,0.112,3.585
30.5,0.75,0.7247,0.0357,0.0369,125.278,0.100,2.985
31.7,0.78,0.6912,0.0284,0.0322,108.872,0.087,2.380
33.0,0.81,0.6344,0.0212,0.0272,92.467,0.073,1.775
34.3,0.84,0.5375,0.0140,0.0220,74.570,0.060,1.174
35.6,0.88,0.3624,0.0069,0.0167,56.673,0.045,0.578
36.8,0.91,-0.0040,0.0000,0.0113,38.031,0.031,-0.004
