# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1407,0.0685,8.948,0.021,1.308
0.4,0.03,0.0621,0.1392,0.0696,8.948,0.021,1.294
0.8,0.06,0.1209,0.1375,0.0706,8.948,0.021,1.277
1.3,0.09,0.1765,0.1357,0.0716,8.948,0.021,1.259
1.7,0.12,0.2289,0.1336,0.0725,8.948,0.022,1.241
2.1,0.16,0.2781,0.1314,0.0733,8.948,0.022,1.219
2.5,0.19,0.3243,0.1289,0.0740,8.948,0.022,1.197
2.9,0.22,0.3676,0.1261,0.0745,9.694,0.022,1.170
3.4,0.25,0.4080,0.1231,0.0749,9.694,0.022,1.143
3.8,0.28,0.4458,0.1197,0.0750,9.694,0.023,1.112
4.2,0.31,0.4809,0.1161,0.0749,9.694,0.022,1.076
4.6,0.34,0.5135,0.1122,0.0746,9.694,0.022,1.041
5.0,0.37,0.5437,0.1079,0.0739,8.948,0.022,1.001
5.5,0.40,0.5713,0.1033,0.0730,8.948,0.022,0.961
5.9,0.43,0.5964,0.0985,0.0717,8.948,0.022,0.916
6.3,0.47,0.6189,0.0933,0.0702,8.948,0.021,0.867
6.7,0.50,0.6386,0.0878,0.0683,8.948,0.020,0.814
7.1,0.53,0.6552,0.0820,0.0660,8.203,0.020,0.761
7.6,0.56,0.6683,0.0758,0.0634,8.203,0.019,0.703
8.0,0.59,0.6774,0.0695,0.0605,7.457,0.018,0.645
8.4,0.62,0.6819,0.0629,0.0573,7.457,0.017,0.583
8.8,0.65,0.6807,0.0562,0.0538,6.711,0.016,0.520
9.2,0.68,0.6726,0.0494,0.0501,5.966,0.015,0.458
9.7,0.71,0.6556,0.0424,0.0462,5.966,0.014,0.396
10.1,0.74,0.6270,0.0353,0.0420,5.220,0.013,0.329
10.5,0.78,0.5825,0.0282,0.0376,4.474,0.011,0.262
10.9,0.81,0.5156,0.0211,0.0331,4.474,0.010,0.196
11.4,0.84,0.4147,0.0140,0.0283,3.728,0.008,0.129
11.8,0.87,0.2589,0.0070,0.0235,2.983,0.007,0.067
12.2,0.90,0.0048,0.0001,0.0186,2.237,0.006,0.000
