# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1424,0.0641,167.782,0.146,10.004
1.2,0.03,0.0675,0.1409,0.0653,170.765,0.148,9.902
2.3,0.06,0.1311,0.1393,0.0664,173.748,0.151,9.786
3.5,0.09,0.1909,0.1375,0.0675,176.731,0.153,9.657
4.7,0.12,0.2471,0.1355,0.0685,178.968,0.156,9.515
5.8,0.16,0.2996,0.1332,0.0694,181.951,0.158,9.359
7.0,0.19,0.3488,0.1307,0.0703,184.188,0.160,9.186
8.1,0.22,0.3947,0.1280,0.0709,185.679,0.161,8.990
9.3,0.25,0.4374,0.1249,0.0714,187.171,0.162,8.776
10.5,0.28,0.4773,0.1216,0.0716,187.171,0.163,8.541
11.6,0.31,0.5144,0.1179,0.0716,187.171,0.163,8.283
12.8,0.34,0.5489,0.1139,0.0713,186.425,0.162,8.002
14.0,0.37,0.5808,0.1096,0.0707,184.934,0.161,7.700
15.1,0.41,0.6104,0.1050,0.0698,182.696,0.159,7.375
16.3,0.44,0.6375,0.1000,0.0686,179.714,0.156,7.024
17.5,0.47,0.6622,0.0947,0.0670,175.239,0.152,6.650
18.6,0.50,0.6843,0.0891,0.0650,170.020,0.148,6.259
19.8,0.53,0.7037,0.0831,0.0627,164.054,0.142,5.841
20.9,0.56,0.7202,0.0769,0.0600,157.343,0.136,5.400
22.1,0.59,0.7334,0.0704,0.0570,149.140,0.129,4.946
23.3,0.62,0.7427,0.0637,0.0536,140.192,0.122,4.475
24.4,0.66,0.7472,0.0568,0.0499,130.497,0.113,3.995
25.6,0.69,0.7459,0.0498,0.0459,120.058,0.104,3.501
26.8,0.72,0.7370,0.0427,0.0417,108.872,0.095,3.003
27.9,0.75,0.7175,0.0356,0.0372,96.941,0.084,2.500
29.1,0.78,0.6830,0.0284,0.0324,85.010,0.074,1.993
30.3,0.81,0.6250,0.0212,0.0275,71.587,0.062,1.486
31.4,0.84,0.5273,0.0140,0.0224,58.910,0.051,0.983
32.6,0.87,0.3531,0.0069,0.0171,44.742,0.039,0.485
33.8,0.91,-0.0024,0.0000,0.0118,30.574,0.027,0.000
