# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1491,0.0696,2139.413,0.817,54.108
2.6,0.03,0.0651,0.1480,0.0708,2175.207,0.831,53.708
5.3,0.06,0.1270,0.1467,0.0719,2210.254,0.844,53.250
7.9,0.09,0.1858,0.1453,0.0731,2244.557,0.857,52.720
10.5,0.12,0.2414,0.1436,0.0741,2277.367,0.870,52.115
13.2,0.16,0.2939,0.1417,0.0751,2306.450,0.881,51.421
15.8,0.19,0.3434,0.1395,0.0759,2331.803,0.891,50.625
18.5,0.22,0.3901,0.1370,0.0766,2352.683,0.899,49.718
21.1,0.25,0.4339,0.1342,0.0770,2366.851,0.904,48.690
23.7,0.28,0.4751,0.1310,0.0773,2374.308,0.907,47.534
26.4,0.31,0.5138,0.1274,0.0772,2372.817,0.906,46.244
29.0,0.34,0.5501,0.1235,0.0769,2363.123,0.903,44.811
31.6,0.37,0.5840,0.1191,0.0762,2342.243,0.895,43.232
34.3,0.40,0.6157,0.1144,0.0752,2310.924,0.883,41.506
36.9,0.44,0.6452,0.1092,0.0738,2267.673,0.866,39.638
39.6,0.47,0.6725,0.1037,0.0720,2212.492,0.845,37.628
42.2,0.50,0.6977,0.0978,0.0698,2145.379,0.819,35.475
44.8,0.53,0.7205,0.0915,0.0672,2064.843,0.789,33.188
47.5,0.56,0.7409,0.0848,0.0641,1970.885,0.753,30.764
50.1,0.59,0.7586,0.0778,0.0607,1864.250,0.712,28.224
52.7,0.62,0.7730,0.0705,0.0568,1745.683,0.667,25.586
55.4,0.65,0.7836,0.0630,0.0526,1616.677,0.617,22.877
58.0,0.69,0.7892,0.0554,0.0481,1477.231,0.564,20.097
60.6,0.72,0.7878,0.0476,0.0433,1329.583,0.508,17.268
63.3,0.75,0.7764,0.0397,0.0382,1173.732,0.448,14.403
65.9,0.78,0.7499,0.0317,0.0329,1011.169,0.386,11.508
68.6,0.81,0.6984,0.0237,0.0275,844.132,0.322,8.598
71.2,0.84,0.6021,0.0157,0.0219,674.113,0.257,5.698
73.8,0.87,0.4147,0.0078,0.0164,502.602,0.192,2.820
76.5,0.90,-0.0024,0.0000,0.0108,332.582,0.127,-0.009
