# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1418,0.0646,92.467,0.098,6.668
1.0,0.03,0.0666,0.1403,0.0657,93.958,0.100,6.601
1.9,0.06,0.1295,0.1387,0.0668,96.195,0.102,6.521
2.9,0.09,0.1887,0.1369,0.0679,97.687,0.103,6.437
3.8,0.12,0.2443,0.1348,0.0689,98.432,0.105,6.343
4.8,0.16,0.2963,0.1326,0.0698,99.924,0.106,6.236
5.7,0.19,0.3450,0.1301,0.0706,101.415,0.107,6.116
6.7,0.22,0.3905,0.1273,0.0712,102.161,0.108,5.987
7.6,0.25,0.4329,0.1243,0.0717,102.907,0.109,5.845
8.6,0.28,0.4724,0.1209,0.0719,102.907,0.109,5.689
9.5,0.31,0.5092,0.1173,0.0719,102.907,0.109,5.516
10.5,0.34,0.5433,0.1133,0.0716,102.907,0.109,5.329
11.4,0.37,0.5750,0.1090,0.0710,101.415,0.108,5.124
12.4,0.41,0.6042,0.1044,0.0701,100.669,0.107,4.906
13.3,0.44,0.6309,0.0994,0.0688,98.432,0.105,4.675
14.3,0.47,0.6552,0.0941,0.0673,96.195,0.102,4.426
15.2,0.50,0.6768,0.0885,0.0653,93.958,0.099,4.164
16.2,0.53,0.6957,0.0826,0.0630,90.230,0.096,3.888
17.1,0.56,0.7115,0.0764,0.0604,86.501,0.092,3.594
18.1,0.59,0.7238,0.0700,0.0573,82.027,0.087,3.292
19.0,0.62,0.7321,0.0633,0.0540,77.553,0.082,2.980
20.0,0.66,0.7355,0.0565,0.0504,72.333,0.077,2.660
20.9,0.69,0.7328,0.0496,0.0465,66.367,0.071,2.331
21.9,0.72,0.7221,0.0425,0.0423,60.402,0.064,2.002
22.8,0.75,0.7007,0.0354,0.0379,54.436,0.058,1.664
23.8,0.78,0.6638,0.0282,0.0332,47.725,0.051,1.330
24.7,0.81,0.6035,0.0211,0.0284,41.013,0.043,0.992
25.7,0.84,0.5043,0.0140,0.0233,33.556,0.035,0.658
26.6,0.87,0.3330,0.0069,0.0182,26.099,0.028,0.325
27.6,0.91,0.0011,0.0000,0.0129,18.642,0.020,0.000
