# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1421,0.0643,126.769,0.121,8.251
1.1,0.03,0.0671,0.1406,0.0655,129.006,0.123,8.162
2.1,0.06,0.1304,0.1390,0.0666,131.243,0.125,8.069
3.2,0.09,0.1899,0.1372,0.0677,132.735,0.127,7.962
4.2,0.12,0.2458,0.1351,0.0687,134.972,0.129,7.847
5.3,0.16,0.2981,0.1329,0.0696,137.209,0.131,7.718
6.3,0.19,0.3471,0.1304,0.0704,138.700,0.132,7.571
7.4,0.22,0.3928,0.1276,0.0710,139.446,0.133,7.411
8.5,0.25,0.4354,0.1246,0.0715,140.937,0.134,7.233
9.5,0.28,0.4751,0.1212,0.0717,140.937,0.135,7.042
10.6,0.31,0.5120,0.1176,0.0717,140.937,0.135,6.828
11.6,0.34,0.5464,0.1136,0.0714,140.192,0.134,6.597
12.7,0.37,0.5782,0.1093,0.0708,139.446,0.133,6.348
13.8,0.41,0.6076,0.1046,0.0699,137.209,0.131,6.076
14.8,0.44,0.6345,0.0997,0.0687,134.972,0.129,5.787
15.9,0.47,0.6590,0.0944,0.0671,131.989,0.126,5.480
16.9,0.50,0.6809,0.0888,0.0651,128.260,0.122,5.155
18.0,0.53,0.7000,0.0829,0.0628,123.786,0.118,4.813
19.0,0.56,0.7162,0.0766,0.0601,118.566,0.113,4.448
20.1,0.59,0.7290,0.0702,0.0571,112.601,0.107,4.075
21.2,0.62,0.7378,0.0635,0.0537,105.889,0.101,3.688
22.2,0.66,0.7418,0.0567,0.0501,98.432,0.094,3.292
23.3,0.69,0.7398,0.0497,0.0461,90.975,0.087,2.887
24.3,0.72,0.7300,0.0426,0.0419,82.773,0.079,2.473
25.4,0.75,0.7096,0.0355,0.0375,73.824,0.070,2.060
26.4,0.78,0.6738,0.0283,0.0328,64.130,0.062,1.641
27.5,0.81,0.6146,0.0211,0.0279,55.182,0.052,1.223
28.6,0.84,0.5161,0.0140,0.0228,44.742,0.043,0.810
29.6,0.87,0.3431,0.0069,0.0176,34.302,0.033,0.400
30.7,0.91,-0.0014,0.0000,0.0123,23.862,0.023,0.000
