# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1478,0.0663,1586.104,0.659,45.412
2.4,0.03,0.0677,0.1467,0.0676,1616.677,0.671,45.047
4.9,0.06,0.1317,0.1453,0.0688,1646.505,0.684,44.629
7.3,0.09,0.1920,0.1437,0.0701,1675.588,0.696,44.153
9.7,0.12,0.2487,0.1420,0.0712,1703.924,0.708,43.606
12.2,0.16,0.3019,0.1400,0.0723,1730.024,0.718,42.988
14.6,0.19,0.3517,0.1377,0.0733,1753.140,0.728,42.285
17.0,0.22,0.3983,0.1351,0.0741,1771.783,0.736,41.493
19.4,0.25,0.4418,0.1322,0.0747,1786.697,0.742,40.599
21.9,0.28,0.4824,0.1289,0.0750,1794.900,0.745,39.603
24.3,0.31,0.5204,0.1253,0.0751,1797.137,0.746,38.495
26.7,0.34,0.5558,0.1213,0.0749,1791.917,0.744,37.272
29.2,0.37,0.5889,0.1170,0.0744,1779.240,0.739,35.933
31.6,0.41,0.6197,0.1122,0.0734,1756.869,0.729,34.469
34.0,0.44,0.6484,0.1071,0.0721,1725.550,0.716,32.895
36.4,0.47,0.6750,0.1016,0.0704,1684.536,0.699,31.200
38.9,0.50,0.6994,0.0957,0.0683,1633.828,0.678,29.394
41.3,0.53,0.7216,0.0895,0.0658,1573.427,0.653,27.481
43.7,0.56,0.7413,0.0829,0.0628,1501.840,0.624,25.453
46.2,0.59,0.7583,0.0760,0.0594,1420.558,0.590,23.335
48.6,0.62,0.7723,0.0688,0.0556,1330.329,0.552,21.142
51.0,0.66,0.7825,0.0615,0.0515,1231.896,0.511,18.887
53.5,0.69,0.7879,0.0540,0.0470,1125.261,0.467,16.583
55.9,0.72,0.7871,0.0464,0.0423,1011.169,0.420,14.239
58.3,0.75,0.7773,0.0386,0.0372,889.620,0.369,11.863
60.7,0.78,0.7540,0.0308,0.0319,762.851,0.317,9.470
63.2,0.81,0.7084,0.0230,0.0264,630.862,0.262,7.073
65.6,0.84,0.6215,0.0152,0.0207,494.399,0.205,4.680
68.0,0.87,0.4442,0.0075,0.0148,354.953,0.147,2.318
70.5,0.90,-0.0027,0.0000,0.0089,214.016,0.089,-0.009
