# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1441,0.0640,515.279,0.308,21.427
1.7,0.03,0.0684,0.1428,0.0652,524.973,0.313,21.222
3.4,0.06,0.1329,0.1412,0.0664,534.667,0.319,20.991
5.1,0.09,0.1936,0.1395,0.0675,543.615,0.325,20.729
6.8,0.12,0.2504,0.1375,0.0686,552.564,0.330,20.440
8.5,0.16,0.3036,0.1353,0.0696,560.766,0.335,20.115
10.2,0.19,0.3533,0.1329,0.0705,568.223,0.339,19.750
11.9,0.22,0.3997,0.1302,0.0712,573.443,0.342,19.345
13.5,0.25,0.4430,0.1271,0.0717,577.917,0.345,18.900
15.2,0.28,0.4834,0.1238,0.0720,580.155,0.346,18.407
16.9,0.31,0.5210,0.1202,0.0721,580.155,0.347,17.860
18.6,0.34,0.5560,0.1162,0.0718,578.663,0.345,17.268
20.3,0.38,0.5885,0.1118,0.0712,574.189,0.342,16.619
22.0,0.41,0.6186,0.1071,0.0703,566.732,0.338,15.925
23.7,0.44,0.6465,0.1021,0.0691,556.292,0.332,15.173
25.4,0.47,0.6720,0.0967,0.0675,543.615,0.324,14.372
27.1,0.50,0.6952,0.0910,0.0654,527.210,0.315,13.527
28.8,0.53,0.7158,0.0850,0.0631,507.822,0.303,12.629
30.5,0.56,0.7337,0.0786,0.0603,485.451,0.290,11.685
32.2,0.59,0.7485,0.0720,0.0571,460.097,0.275,10.702
33.9,0.62,0.7599,0.0652,0.0536,431.760,0.258,9.684
35.6,0.66,0.7670,0.0582,0.0498,400.441,0.239,8.643
37.3,0.69,0.7687,0.0510,0.0456,367.630,0.219,7.580
38.9,0.72,0.7634,0.0438,0.0412,331.836,0.198,6.503
40.6,0.75,0.7484,0.0364,0.0365,293.806,0.175,5.413
42.3,0.78,0.7192,0.0291,0.0316,254.284,0.152,4.319
44.0,0.81,0.6671,0.0217,0.0264,212.524,0.127,3.221
45.7,0.84,0.5749,0.0143,0.0211,169.274,0.101,2.131
47.4,0.88,0.3996,0.0071,0.0156,125.278,0.075,1.054
49.1,0.91,0.0002,0.0000,0.0099,79.790,0.048,0.000
