# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1451,0.0643,736.751,0.391,27.290
1.9,0.03,0.0685,0.1437,0.0655,750.920,0.398,27.036
3.8,0.06,0.1332,0.1422,0.0667,765.088,0.406,26.752
5.7,0.09,0.1939,0.1405,0.0679,778.511,0.413,26.427
7.6,0.12,0.2508,0.1386,0.0690,791.933,0.420,26.067
9.5,0.16,0.3041,0.1364,0.0701,803.864,0.426,25.662
11.4,0.19,0.3539,0.1340,0.0710,814.304,0.432,25.208
13.3,0.22,0.4004,0.1313,0.0717,822.507,0.436,24.701
15.2,0.25,0.4437,0.1283,0.0723,828.473,0.440,24.140
17.1,0.28,0.4842,0.1250,0.0726,832.201,0.442,23.518
19.0,0.31,0.5219,0.1214,0.0726,832.947,0.442,22.828
20.9,0.34,0.5570,0.1174,0.0724,829.964,0.441,22.077
22.9,0.37,0.5897,0.1130,0.0718,823.998,0.437,21.258
24.8,0.41,0.6201,0.1083,0.0709,813.559,0.431,20.373
26.7,0.44,0.6482,0.1032,0.0696,798.645,0.424,19.416
28.6,0.47,0.6740,0.0978,0.0680,780.002,0.414,18.398
30.5,0.50,0.6975,0.0921,0.0660,756.885,0.401,17.317
32.4,0.53,0.7186,0.0860,0.0635,728.549,0.387,16.174
34.3,0.56,0.7370,0.0796,0.0607,696.484,0.369,14.968
36.2,0.59,0.7524,0.0729,0.0575,659.199,0.350,13.709
38.1,0.62,0.7645,0.0660,0.0539,618.185,0.328,12.411
40.0,0.66,0.7725,0.0589,0.0500,573.443,0.304,11.081
41.9,0.69,0.7753,0.0517,0.0458,524.973,0.279,9.719
43.8,0.72,0.7713,0.0443,0.0413,473.519,0.251,8.340
45.7,0.75,0.7580,0.0369,0.0365,418.338,0.222,6.944
47.6,0.78,0.7306,0.0294,0.0315,360.919,0.192,5.538
49.5,0.81,0.6809,0.0220,0.0262,300.517,0.159,4.132
51.4,0.84,0.5909,0.0145,0.0208,237.878,0.126,2.736
53.3,0.87,0.4158,0.0072,0.0151,173.748,0.092,1.357
55.2,0.91,0.0002,0.0000,0.0094,108.126,0.057,0.000
